node_type,org_cat,corp_cat,corp_sub,revenue_or_assets_$M,fortune_500_rank,Unnamed: 7,banker,PPG_director,PPG_member,bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
person,,,,,,,True,False,False,2,10,3.0333333333333337,0.3011070110701107,0.08633397989772526,0.005053953290704175,0.009363473601441515,11.236263736263735,11.8,0.03119001738162344,0.036740797921152694,0.4888888888888889,22,7,21,6,5.0,140.0,150.0,138.0,86.0,188.0,92.0,168.0,163.0,10,2.45,11.8,60,14.71,11.05,242,59.31,10.516528925619834
person,,,,,,,False,False,False,2,9,2.533333333333333,0.2851153039832285,0.07902382335851249,0.004097786842590241,0.005164713988243401,11.572368421052634,11.88888888888889,0.026232052642644638,0.019650338988309993,0.6111111111111112,22,6,23,7,4.5,176.0,244.0,252.0,267.0,222.0,242.0,196.0,271.0,9,2.21,11.88888888888889,49,12.01,10.510204081632653,187,45.83,10.577540106951872
person,,,,,,,True,False,False,3,11,2.4,0.31432973805855163,0.08254096702407444,0.002657062898128191,0.0014412521765462944,14.729166666666668,14.909090909090908,0.10400246961541769,0.07291880083155193,0.5272727272727272,29,6,27,7,3.6666666666666665,103.0,262.0,79.0,175.0,292.0,359.0,30.0,50.0,11,2.7,14.909090909090908,79,19.36,12.569620253164556,266,65.2,10.62406015037594
person,,,,,,,False,False,False,2,9,3.0,0.28551434569629114,0.08694725625998935,0.004036346347835779,0.010111652524754126,10.222222222222221,10.222222222222221,0.016956267139369565,0.03449048185914421,0.6111111111111112,22,7,24,7,4.5,176.0,156.0,250.0,76.0,227.0,78.0,265.0,173.0,9,2.21,10.222222222222221,47,11.52,10.787234042553191,199,48.77,10.954773869346734
person,,,,,,,False,False,False,2,9,2.833333333333333,0.3037974683544304,0.08970976253298153,0.005332645808826072,0.009633038309508896,11.029411764705884,11.222222222222221,0.03172547844486301,0.04834989035125141,0.5,18,6,23,7,4.5,176.0,189.0,127.0,40.0,183.0,87.0,163.0,106.0,9,2.21,11.222222222222221,58,14.22,11.793103448275861,250,61.27,10.744
person,,,,,,,False,False,False,2,11,3.366666666666667,0.30699774266365687,0.09050576752440107,0.006519901893568634,0.012645633601515955,11.36138613861386,11.909090909090908,0.027634073376347486,0.04043669182992356,0.45454545454545453,25,6,23,7,5.5,103.0,98.0,108.0,32.0,127.0,38.0,188.0,142.0,11,2.7,11.909090909090908,74,18.14,10.95945945945946,242,59.31,10.516528925619834
person,,,,,,,True,True,False,2,14,4.283333333333333,0.3185011709601874,0.08919007541807848,0.007700809645705542,0.013053936650193334,12.529182879377434,12.928571428571429,0.04363071739342629,0.06609832606066642,0.4835164835164835,44,6,26,7,7.0,44.0,26.0,62.0,43.0,97.0,33.0,102.0,60.0,14,3.43,12.928571428571429,83,20.34,11.457831325301205,270,66.18,10.503703703703703
person,,,,,,,False,False,False,2,9,2.916666666666667,0.25888324873096447,0.07828840065240333,0.002149113051216436,0.004847341612047495,8.714285714285712,8.777777777777779,0.015039287471750795,0.03739656281279591,0.4722222222222222,17,7,16,6,4.5,176.0,176.0,345.0,280.0,313.0,259.0,277.0,160.0,9,2.21,8.777777777777779,31,7.6,10.709677419354838,122,29.9,11.344262295081966
person,,,,,,,False,False,False,2,7,2.083333333333333,0.2986822840409956,0.08349819223685107,0.0032551478248038154,0.0050197321253471015,11.0,11.285714285714286,0.02669386906577898,0.031747097496726696,0.42857142857142855,9,7,23,7,3.5,265.0,298.0,159.0,156.0,267.0,250.0,192.0,198.0,7,1.72,11.285714285714286,55,13.48,12.50909090909091,232,56.86,11.081896551724139
person,,,,,,,False,False,False,2,2,0.6666666666666666,0.21587301587301588,0.0648751788837653,0.0,0.0,7.5,7.5,0.0014120527429254941,0.004289812583751012,1.0,1,8,2,2,1.0,398.0,398.0,399.0,397.0,384.0,383.0,392.0,375.0,2,0.49,7.5,13,3.19,9.307692307692308,41,10.05,9.951219512195122
person,,,,,,,False,False,False,2,10,2.95,0.3105022831050228,0.08438469493278179,0.007267828367157818,0.011398220221749631,10.64971751412429,11.4,0.03492009332838062,0.02334408975637149,0.4666666666666667,21,6,16,6,5.0,140.0,172.0,93.0,133.0,104.0,59.0,140.0,254.0,10,2.45,11.4,68,16.67,11.058823529411764,264,64.71,10.371212121212121
person,,,,,,,True,False,False,3,14,3.566666666666667,0.327710843373494,0.088647474198805,0.01283647225716631,0.009567863378023799,12.261682242990656,12.142857142857142,0.055157474722990346,0.056893524789148324,0.3626373626373626,33,6,25,7,4.666666666666667,44.0,81.0,39.0,50.0,42.0,88.0,72.0,86.0,14,3.43,12.142857142857142,94,23.04,11.861702127659575,289,70.83,10.328719723183392
person,,,,,,,False,False,False,2,11,3.4500000000000006,0.29977957384276266,0.09180229505737642,0.006259193019858411,0.010632720626036136,11.570048309178741,12.0,0.030277144258745725,0.06289981056051976,0.4727272727272727,26,5,25,7,5.5,103.0,91.0,151.0,18.0,136.0,70.0,177.0,71.0,11,2.7,12.0,66,16.18,11.106060606060606,222,54.41,10.468468468468469
person,,,,,,,False,False,False,2,7,1.9499999999999997,0.3031203566121842,0.08146964856230032,0.002955225225137976,0.003217703952998071,12.17948717948718,13.0,0.029265619652107257,0.018841090152804,0.7142857142857143,15,6,16,6,3.5,265.0,310.0,132.0,209.0,282.0,312.0,179.0,273.0,7,1.72,13.0,60,14.71,11.266666666666667,243,59.56,10.576131687242798
person,,,,,,,False,False,False,2,5,1.6666666666666665,0.23943661971830985,0.06995285040720103,0.0030148083523083157,0.005607273621979508,5.4,5.4,0.0027701307108817896,0.005549490492568259,0.4,4,7,6,4,2.5,335.0,339.0,374.0,372.0,277.0,221.0,375.0,368.0,5,1.23,5.4,19,4.66,9.105263157894736,70,17.16,10.714285714285714
person,,,,,,,False,False,True,2,14,4.45,0.33635614179719703,0.09723546234509056,0.004710577818449449,0.012384439105695795,16.06367041198502,16.214285714285715,0.1462489682448625,0.1640725205883882,0.5494505494505495,50,6,29,8,7.0,44.0,19.0,17.0,1.0,201.0,42.0,9.0,4.0,14,3.43,16.214285714285715,103,25.25,12.611650485436893,316,77.45,10.278481012658228
person,,,,,,,False,False,False,2,5,1.583333333333333,0.2520074119827054,0.07192173223257044,0.0,0.0,8.894736842105264,9.0,0.010259337892334873,0.01084233473024397,1.0,10,6,12,5,2.5,335.0,354.0,358.0,361.0,384.0,383.0,314.0,322.0,5,1.23,9.0,25,6.13,10.84,113,27.7,11.265486725663717
person,,,,,,,False,False,False,3,12,2.85,0.30699774266365687,0.08526645768025079,0.01159323172628701,0.007205736015896443,10.456140350877194,10.75,0.04152499447128865,0.05114528491196646,0.3333333333333333,22,6,24,7,4.0,74.0,185.0,108.0,117.0,49.0,163.0,114.0,98.0,12,2.94,10.75,75,18.38,11.813333333333333,240,58.82,10.854166666666666
person,,,,,,,False,False,False,2,10,2.95,0.3175097276264591,0.08537350910232266,0.007160897973979607,0.005332418935360113,12.734463276836156,13.2,0.04067985061209001,0.04143370848608705,0.5333333333333333,24,7,25,7,5.0,140.0,172.0,64.0,110.0,110.0,232.0,119.0,137.0,10,2.45,13.2,80,19.61,12.55,279,68.38,10.551971326164875
person,,,,,,,False,False,False,2,9,2.6666666666666665,0.2916368834882059,0.08349534431597258,0.005385728888824285,0.008050566322625147,10.0625,10.666666666666666,0.021601037484093272,0.02389813816585684,0.4444444444444444,16,6,18,6,4.5,176.0,217.0,211.0,157.0,177.0,137.0,222.0,247.0,9,2.21,10.666666666666666,63,15.44,10.333333333333334,211,51.72,10.57345971563981
person,,,,,,,False,False,False,2,6,1.7,0.2813793103448276,0.0749173705471906,0.004123905576589974,0.0037173250408544527,10.254901960784313,10.833333333333334,0.019492720592408565,0.02151925537496518,0.6666666666666666,10,6,12,5,3.0,304.0,333.0,267.0,332.0,220.0,295.0,245.0,265.0,6,1.47,10.833333333333334,43,10.54,11.372093023255815,178,43.63,11.202247191011235
person,,,,,,,False,False,False,3,12,3.3666666666666667,0.2811853893866299,0.07695935112703951,0.006403072350929952,0.004590804958452017,9.400990099009901,9.5,0.01956069361742974,0.04021081988497785,0.48484848484848486,32,7,28,8,4.0,74.0,100.0,269.0,301.0,129.0,271.0,244.0,143.0,12,2.94,9.5,45,11.03,10.355555555555556,188,46.08,10.75531914893617
person,,,,,,,False,False,False,2,13,3.7833333333333337,0.3165244375484872,0.08754425490827164,0.00920473128054227,0.012492134550958075,12.819383259911893,13.384615384615385,0.04861093114208063,0.058647009143149305,0.46153846153846156,36,7,26,7,6.5,57.0,60.0,68.0,62.0,79.0,40.0,83.0,82.0,13,3.19,13.384615384615385,86,21.08,11.69767441860465,268,65.69,10.399253731343284
person,,,,,,,False,False,False,2,6,1.7833333333333332,0.278879015721121,0.07741201024570724,0.00408283754408773,0.004986647266059034,8.009345794392523,8.666666666666666,0.00911437797489289,0.01014509451369947,0.4,6,7,12,5,3.0,304.0,325.0,280.0,293.0,223.0,252.0,323.0,333.0,6,1.47,8.666666666666666,40,9.8,9.65,180,44.12,10.855555555555556
person,,,,,,,False,False,False,3,19,4.233333333333334,0.34782608695652173,0.08678081463362756,0.026339717183388137,0.012577063312357431,12.614173228346454,13.105263157894736,0.1124473321364049,0.061518408669022154,0.3333333333333333,57,6,31,9,6.333333333333333,14.0,30.0,9.0,80.0,7.0,39.0,16.0,74.0,19,4.66,13.105263157894736,121,29.66,11.115702479338843,330,80.88,10.096969696969698
person,,,,,,,True,False,False,2,11,4.0,0.2809917355371901,0.084920387137059,0.0031196474148708552,0.010998689675160251,10.75,10.727272727272727,0.03179386615985954,0.07726496283025656,0.6181818181818182,34,7,28,8,5.5,103.0,46.0,272.0,123.0,270.0,66.0,160.0,44.0,11,2.7,10.727272727272727,49,12.01,11.244897959183673,182,44.61,11.131868131868131
person,,,,,,,False,False,False,2,7,3.0,0.275118004045853,0.08067226890756303,0.0015958124702797802,0.004008332634669533,8.11111111111111,8.428571428571429,0.011666627254851951,0.03240923620161653,0.6190476190476191,13,7,16,6,3.5,265.0,156.0,291.0,232.0,336.0,284.0,303.0,191.0,7,1.72,8.428571428571429,30,7.35,11.8,165,40.44,11.303030303030303
person,,,,,,,False,False,False,2,11,3.1500000000000004,0.29715950473415875,0.08293525764813497,0.0030587136854537604,0.006343714799597156,12.015873015873016,12.636363636363637,0.03855725075663413,0.03200797465978683,0.5636363636363636,31,7,25,7,5.5,103.0,136.0,176.0,166.0,275.0,197.0,129.0,195.0,11,2.7,12.636363636363637,60,14.71,10.933333333333334,230,56.37,10.486956521739131
person,,,,,,,False,True,True,3,17,4.050000000000001,0.3336058871627146,0.09046563192904657,0.016922829361037693,0.013784489335959929,11.7037037037037,12.0,0.10545312589287296,0.08386802875379187,0.3088235294117647,42,6,25,7,5.666666666666667,22.0,39.0,24.0,33.0,26.0,26.0,24.0,37.0,17,4.17,12.0,105,25.74,12.4,301,73.77,10.295681063122924
person,,,,,,,False,False,False,2,10,3.116666666666667,0.2861150070126227,0.08422791081750619,0.004192998982015551,0.006079952537171791,10.759358288770052,11.0,0.018472750034267814,0.030158116510568045,0.5555555555555556,25,7,25,7,5.0,140.0,139.0,248.0,139.0,215.0,205.0,253.0,209.0,10,2.45,11.0,53,12.99,10.18867924528302,200,49.02,10.705
person,,,,,,,False,False,False,2,12,3.833333333333334,0.3105022831050228,0.0873568140456054,0.007212307624889664,0.007039486584941132,10.739130434782606,11.416666666666666,0.04229002902607863,0.04516346544417505,0.4696969696969697,31,6,25,7,6.0,74.0,58.0,93.0,68.0,108.0,167.0,109.0,119.0,12,2.94,11.416666666666666,69,16.91,11.710144927536232,258,63.24,10.693798449612403
person,,,,,,,False,False,False,2,5,1.3666666666666665,0.28254847645429365,0.07441181834761991,0.001595188756611755,0.0022802118390353675,9.707317073170733,10.4,0.018377758443319507,0.012946168929149918,0.4,4,6,12,5,2.5,335.0,370.0,260.0,337.0,338.0,338.0,254.0,307.0,5,1.23,10.4,39,9.56,11.948717948717949,191,46.81,11.319371727748692
person,,,,,,,False,False,False,2,7,2.1166666666666667,0.2901849217638691,0.07855217558721601,0.0033585837800222127,0.005149023163729046,8.669291338582678,9.285714285714286,0.016327660235607715,0.015187025008761727,0.42857142857142855,9,6,13,5,3.5,265.0,293.0,227.0,276.0,265.0,243.0,267.0,295.0,7,1.72,9.285714285714286,43,10.54,11.255813953488373,209,51.23,11.028708133971293
person,,,,,,,True,False,False,2,10,3.0833333333333335,0.29672727272727273,0.08451579492490938,0.003974104339373657,0.005634635781694608,12.189189189189188,12.7,0.04323053069197753,0.06338895027043182,0.6444444444444445,29,6,28,8,5.0,140.0,147.0,178.0,132.0,231.0,218.0,106.0,69.0,10,2.45,12.7,57,13.97,11.87719298245614,226,55.39,10.725663716814159
person,,,,,,,False,False,False,4,22,3.967857142857143,0.3626666666666667,0.08211733923719433,0.03272341866855695,0.005240171416642007,13.68106810681068,14.227272727272727,0.17770510069150353,0.08420066565176205,0.2510822510822511,58,6,30,8,5.5,3.0,49.0,2.0,188.0,4.0,239.0,4.0,35.0,22,5.39,14.227272727272727,144,35.29,11.6875,350,85.78,10.0
person,,,,,,,False,False,False,2,8,2.5833333333333335,0.2622107969151671,0.0763258815826396,0.0036293274232132187,0.005416015710133357,7.870967741935483,7.75,0.006915028466573897,0.010097526801782239,0.5714285714285714,16,6,16,6,4.0,222.0,233.0,339.0,309.0,250.0,228.0,346.0,334.0,8,1.96,7.75,28,6.86,9.285714285714286,124,30.39,10.403225806451612
person,,,,,,,False,False,False,2,11,3.3166666666666673,0.3160340821068939,0.08609714064643195,0.008064263733791493,0.010195771592830421,11.241206030150751,12.090909090909092,0.04166249559212724,0.038618907997364754,0.4909090909090909,27,7,23,7,5.5,103.0,112.0,70.0,92.0,94.0,77.0,113.0,151.0,11,2.7,12.090909090909092,78,19.12,11.564102564102564,280,68.63,10.535714285714286
person,,,,,,,False,False,False,2,9,2.7,0.3037974683544304,0.08370089239922043,0.005355002366268697,0.007712072618489727,9.91358024691358,10.666666666666666,0.023992645742972277,0.03543928576166762,0.4444444444444444,16,6,23,7,4.5,176.0,209.0,127.0,151.0,180.0,152.0,205.0,171.0,9,2.21,10.666666666666666,62,15.2,11.17741935483871,249,61.03,10.718875502008032
person,,,,,,,False,False,False,2,7,1.95,0.2922636103151863,0.0777661298008196,0.000938536321953955,0.001207624737036502,12.735042735042734,13.428571428571429,0.038907432157409556,0.028276768141748017,0.7142857142857143,15,7,17,6,3.5,265.0,308.0,206.0,288.0,359.0,365.0,126.0,224.0,7,1.72,13.428571428571429,55,13.48,12.654545454545454,218,53.43,11.087155963302752
person,,,,,,,False,False,False,2,3,0.9166666666666665,0.23300970873786409,0.06838752933288636,0.0014322866108425077,0.0018209003503121147,6.272727272727273,6.333333333333333,0.0014368209133046638,0.0019195959591815225,0.3333333333333333,1,6,4,3,1.5,386.0,395.0,379.0,378.0,343.0,350.0,391.0,400.0,3,0.74,6.333333333333333,17,4.17,7.529411764705882,61,14.95,9.721311475409836
person,,,,,,,False,False,False,4,22,4.585714285714285,0.35172413793103446,0.08483210312922342,0.030260801238464197,0.004744220920691509,13.66147455867082,13.909090909090908,0.1731911331893104,0.12135151032069426,0.29004329004329005,67,6,29,8,5.5,3.0,13.0,5.0,126.0,6.0,264.0,7.0,11.0,22,5.39,13.909090909090908,132,32.35,11.56060606060606,330,80.88,10.087878787878788
person,,,,,,,False,False,False,2,9,2.6166666666666667,0.3042505592841163,0.08158368326334733,0.004257815825221728,0.00569494723906489,12.261146496815288,13.0,0.050362907586235364,0.04283807926968195,0.5277777777777778,19,6,19,6,4.5,176.0,230.0,124.0,205.0,213.0,214.0,78.0,130.0,9,2.21,13.0,66,16.18,12.454545454545455,243,59.56,10.76954732510288
person,,,,,,,False,False,False,2,8,3.166666666666667,0.2982456140350877,0.08419604471195184,0.0021832119762569264,0.0047043853193585805,10.289473684210524,11.25,0.031133523757364917,0.04266551136384068,0.5714285714285714,16,6,23,7,4.0,222.0,128.0,165.0,140.0,309.0,266.0,170.0,132.0,8,1.96,11.25,55,13.48,12.672727272727272,226,55.39,10.738938053097344
person,,,,,,,False,False,False,2,9,2.7,0.29846378931967815,0.0809042236763831,0.005015397183017076,0.006524219241465236,10.018518518518517,10.777777777777779,0.03353768553715255,0.030436805570757522,0.4444444444444444,16,7,15,5,4.5,176.0,209.0,161.0,225.0,191.0,189.0,149.0,207.0,9,2.21,10.777777777777779,61,14.95,11.885245901639344,236,57.84,10.788135593220339
person,,,,,,,False,False,True,2,10,2.8333333333333335,0.3119266055045872,0.08428010741582317,0.0028122050055316285,0.003045544589662237,14.352941176470587,14.9,0.08599765860529997,0.05777115088200229,0.8,36,6,31,9,5.0,140.0,186.0,87.0,137.0,287.0,319.0,38.0,84.0,10,2.45,14.9,67,16.42,11.91044776119403,265,64.95,10.709433962264152
person,,,,,,,False,False,False,2,7,2.2499999999999996,0.26631853785900783,0.07815343357915909,0.0038533906642620247,0.006152002843179314,7.333333333333333,7.428571428571429,0.006999869741088066,0.010191439536294637,0.42857142857142855,9,7,13,5,3.5,265.0,281.0,329.0,283.0,236.0,202.0,345.0,332.0,7,1.72,7.428571428571429,32,7.84,9.40625,141,34.56,11.27659574468085
person,,,,,,,False,False,True,2,10,3.0333333333333337,0.3081570996978852,0.08562733918640035,0.005574867757083679,0.010044821809527696,10.93956043956044,11.5,0.038704464288234715,0.04815200106690538,0.4444444444444444,20,6,24,7,5.0,140.0,150.0,101.0,104.0,169.0,82.0,128.0,107.0,10,2.45,11.5,68,16.67,12.073529411764707,255,62.5,10.658823529411764
person,,,,,,,False,False,False,2,4,1.2,0.2647631408176509,0.06742130050400727,0.0042423429694778275,0.0013670087199498964,7.777777777777777,9.0,0.007823652180610713,0.004209267813757366,0.5,3,7,6,4,2.0,370.0,383.0,336.0,381.0,214.0,362.0,336.0,376.0,4,0.98,9.0,29,7.11,10.862068965517242,137,33.58,10.708029197080291
person,,,,,,,True,True,True,2,9,2.7,0.2947976878612717,0.08250758341759352,0.002435158867794103,0.002743251272663038,12.5,13.0,0.029468007443475146,0.043726192824651226,0.6388888888888888,23,6,25,7,4.5,176.0,209.0,190.0,176.0,297.0,325.0,178.0,126.0,9,2.21,13.0,60,14.71,11.45,212,51.96,10.797169811320755
person,,,,,,,True,False,False,2,6,1.6999999999999997,0.2926829268292683,0.07719231860751112,0.004895689354824434,0.0036767764708941207,9.23529411764706,10.333333333333334,0.009309822860020436,0.006874043095724287,0.4,6,6,13,5,3.0,304.0,337.0,204.0,297.0,197.0,296.0,322.0,363.0,6,1.47,10.333333333333334,49,12.01,10.0,218,53.43,10.472477064220184
person,,,,,,,False,False,False,3,12,2.8666666666666667,0.28793225123500354,0.07639734107293325,0.010770478084439705,0.0060100350541527,10.226744186046512,10.416666666666666,0.020491190008340324,0.034367977930427035,0.4696969696969697,31,7,28,8,4.0,74.0,184.0,237.0,307.0,57.0,206.0,233.0,174.0,12,2.94,10.416666666666666,56,13.73,10.25,204,50.0,10.583333333333334
person,,,,,,,True,False,False,2,9,2.7,0.31073876618431073,0.0856962822936358,0.004443117539305708,0.007697934719993542,11.222222222222221,11.777777777777779,0.031445177709463035,0.03291695630621762,0.4722222222222222,17,6,19,6,4.5,176.0,209.0,92.0,102.0,209.0,153.0,165.0,186.0,9,2.21,11.777777777777779,66,16.18,11.984848484848484,270,66.18,10.485185185185186
person,,,,,,,False,False,True,2,8,2.4,0.2962962962962963,0.08293525764813497,0.0049937629067668765,0.008763296998591115,10.722222222222223,11.5,0.022484447335427905,0.022990859288831874,0.42857142857142855,12,7,18,6,4.0,222.0,262.0,182.0,166.0,192.0,112.0,216.0,259.0,8,1.96,11.5,60,14.71,11.0,225,55.15,10.697777777777778
person,,,,,,,True,False,False,2,11,3.5333333333333337,0.2841225626740947,0.0821614364826313,0.005259910051483943,0.00792624733132755,9.528301886792452,9.909090909090908,0.02473021605869942,0.04067288184088887,0.4727272727272727,26,7,19,6,5.5,103.0,86.0,254.0,187.0,184.0,144.0,203.0,141.0,11,2.7,9.909090909090908,48,11.76,10.854166666666666,198,48.53,10.606060606060606
person,,,,,,,False,False,False,2,8,2.3666666666666667,0.2796435915010281,0.07784773898111047,0.0030710099469449686,0.002900775460935888,9.556338028169012,10.0,0.01576294538970714,0.017097364882481803,0.4642857142857143,13,6,17,6,4.0,222.0,265.0,277.0,285.0,274.0,320.0,271.0,286.0,8,1.96,10.0,50,12.25,10.58,176,43.14,10.664772727272727
person,,,,,,,False,False,False,2,7,2.1166666666666667,0.2769857433808554,0.07631874298540965,0.003678092408208355,0.005339836589836589,8.716535433070865,9.428571428571429,0.007615154962354389,0.008950049194403373,0.5238095238095238,11,6,13,5,3.5,265.0,293.0,288.0,310.0,246.0,231.0,340.0,346.0,7,1.72,9.428571428571429,43,10.54,9.116279069767442,163,39.95,10.460122699386503
person,,,,,,,False,False,False,2,8,2.5833333333333335,0.2732752846617549,0.07847663012117714,0.003791791982301179,0.007799501181854124,7.677419354838709,7.75,0.01235791173735261,0.010674359647688743,0.42857142857142855,12,6,14,5,4.0,222.0,233.0,299.0,278.0,241.0,148.0,296.0,324.0,8,1.96,7.75,37,9.07,9.756756756756756,155,37.99,10.929032258064517
person,,,,,,,False,False,False,2,8,2.5,0.28313671061762663,0.08157552734179746,0.0021368555684722432,0.004503085017790902,9.333333333333332,9.625,0.015627670884059496,0.01997703071320897,0.4642857142857143,13,7,18,6,4.0,222.0,248.0,256.0,206.0,316.0,273.0,274.0,269.0,8,1.96,9.625,45,11.03,11.2,195,47.79,11.056410256410256
person,,,,,,,False,False,False,3,17,4.416666666666667,0.3333333333333333,0.08617897627261845,0.012819382291896468,0.007848915569503803,11.837735849056605,12.588235294117647,0.10420452054354051,0.07101495782379988,0.38235294117647056,52,6,31,9,5.666666666666667,22.0,20.0,25.0,89.0,44.0,146.0,28.0,54.0,17,4.17,12.588235294117647,97,23.77,11.855670103092784,306,75.0,10.352941176470589
person,,,,,,,False,False,False,2,11,3.366666666666667,0.29672727272727273,0.08118595164660233,0.008701098285000378,0.010019388461901825,10.297029702970296,11.090909090909092,0.04111661870715497,0.04297965642059747,0.45454545454545453,25,7,18,6,5.5,103.0,98.0,178.0,218.0,86.0,85.0,115.0,129.0,11,2.7,11.090909090909092,59,14.46,12.101694915254237,226,55.39,10.88495575221239
person,,,,,,,False,False,False,2,7,1.95,0.26666666666666666,0.07313794030653402,0.004521391073467962,0.003518147635794697,8.965811965811966,9.428571428571429,0.014653361224199498,0.01566921373627765,0.5238095238095238,11,7,12,5,3.5,265.0,308.0,326.0,349.0,206.0,300.0,282.0,291.0,7,1.72,9.428571428571429,36,8.82,10.5,146,35.78,10.945205479452055
person,,,,,,,True,False,False,4,20,4.10952380952381,0.3344262295081967,0.0820842973543909,0.022231508892797625,0.0034303291656232826,11.637311703360371,12.05,0.059095555531007135,0.05919048089747664,0.26842105263157895,51,6,26,7,5.0,9.0,36.0,21.0,192.0,16.0,302.0,64.0,81.0,20,4.9,12.05,109,26.72,10.825688073394495,295,72.3,10.128813559322033
person,,,,,,,False,False,False,2,7,2.4166666666666665,0.2811853893866299,0.08073612347877708,0.0009442214973885894,0.007090632458279517,10.448275862068966,10.142857142857142,0.021323209762980296,0.027649305853245484,0.6190476190476191,13,6,13,5,3.5,265.0,260.0,269.0,229.0,358.0,165.0,226.0,228.0,7,1.72,10.142857142857142,45,11.03,11.422222222222222,182,44.61,11.203296703296703
person,,,,,,,False,False,False,2,9,2.566666666666667,0.3067669172932331,0.08119402985074627,0.023661673263718125,0.020689071691745508,11.298701298701296,12.333333333333334,0.04668375604726387,0.030143223747536616,0.5,18,6,16,6,4.5,176.0,242.0,113.0,217.0,12.0,6.0,89.0,210.0,9,2.21,12.333333333333334,68,16.67,11.485294117647058,247,60.54,10.672064777327936
person,,,,,,,True,False,True,2,5,1.4999999999999998,0.26754098360655737,0.07275320970042796,0.00781444687763514,0.007579121248907345,6.333333333333334,6.4,0.006307878356791661,0.00486293764936604,0.4,4,5,6,4,2.5,335.0,359.0,324.0,353.0,96.0,154.0,351.0,370.0,5,1.23,6.4,24,5.88,9.375,132,32.35,10.856060606060606
person,,,,,,,False,False,False,2,8,2.4,0.3037974683544304,0.0835494880546075,0.006593603491100691,0.0061611219699455,12.583333333333334,13.625,0.036852402136787275,0.03373187660263091,0.75,21,7,23,7,4.0,222.0,262.0,127.0,155.0,120.0,201.0,133.0,179.0,8,1.96,13.625,67,16.42,11.552238805970148,249,61.03,10.70281124497992
person,,,,,,,False,False,False,2,4,1.3333333333333333,0.2480243161094225,0.07482119933981295,0.00010780891462709643,0.00024601568719215787,8.25,8.25,0.008944835041657143,0.016419137393530864,0.6666666666666666,4,7,6,4,2.0,370.0,372.0,364.0,335.0,383.0,382.0,324.0,288.0,4,0.98,8.25,18,4.41,11.5,96,23.53,11.9375
person,,,,,,,True,False,False,2,6,1.9999999999999998,0.20784513499745289,0.06226155959102701,0.002240266577836584,0.003242534860181919,6.000000000000001,6.0,0.0010856327197958796,0.002280098434060526,0.6666666666666666,10,7,12,5,3.0,304.0,305.0,404.0,403.0,306.0,310.0,399.0,396.0,6,1.47,6.0,12,2.94,5.833333333333333,30,7.35,8.066666666666666
person,,,,,,,False,False,False,2,6,1.9166666666666663,0.2551594746716698,0.07698839513161619,0.0026815541628991395,0.004307623792917911,7.739130434782609,7.833333333333333,0.007145109642872901,0.009951847039947122,0.4666666666666667,7,8,7,4,3.0,304.0,314.0,353.0,298.0,291.0,275.0,344.0,337.0,6,1.47,7.833333333333333,32,7.84,10.34375,122,29.9,10.48360655737705
person,,,,,,,False,False,False,2,4,1.1666666666666665,0.2513863216266174,0.07067382643339684,0.0016382009307517743,0.0014422940893529135,7.785714285714286,8.25,0.010096613070977714,0.009903907534208735,0.3333333333333333,2,6,6,4,2.0,370.0,386.0,360.0,369.0,334.0,358.0,315.0,338.0,4,0.98,8.25,28,6.86,10.285714285714286,110,26.96,10.781818181818181
person,,,,,,,False,False,True,2,7,2.333333333333333,0.2654521795705921,0.07489674162459845,0.005527689604755391,0.009293221793221791,6.2857142857142865,6.285714285714286,0.009325599424683107,0.007960179799024076,0.42857142857142855,9,6,7,4,3.5,265.0,267.0,332.0,334.0,172.0,97.0,321.0,356.0,7,1.72,6.285714285714286,25,6.13,10.48,131,32.11,10.946564885496183
person,,,,,,,True,False,False,4,16,3.1666666666666674,0.3157894736842105,0.08004708652148322,0.025201950826875204,0.008385400297165,8.221052631578946,8.3125,0.020309002586789776,0.01801921739113456,0.20833333333333334,25,6,19,6,4.0,31.0,127.0,72.0,247.0,10.0,128.0,236.0,280.0,16,3.92,8.3125,80,19.61,9.9375,262,64.22,10.545801526717558
person,,,,,,,False,False,True,2,7,2.1999999999999997,0.2937365010799136,0.0852753683770509,0.0031619600385209405,0.007529312074766617,10.878787878787879,11.285714285714286,0.021580189957327595,0.03820591295170626,0.5238095238095238,11,6,23,7,3.5,265.0,286.0,195.0,116.0,268.0,155.0,224.0,155.0,7,1.72,11.285714285714286,55,13.48,11.436363636363636,211,51.72,10.85781990521327
