node_type,org_cat,corp_cat,corp_sub,rank,banker,PPG_director,PPG_member,bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
person,person,,,,True,False,True,2,26,7.159523809523811,0.39782244556113905,0.0971916722082971,0.0011772458222609472,0.009115234867469119,32.20086464915197,33.88461538461539,0.059916241569655505,0.07518636604216948,0.7446153846153846,242,4,70,22,13.0,102.0,69.0,125.0,8.0,284.0,72.0,76.0,53.0,26,5.47,33.88461538461539,225,47.37,26.324444444444445,455,95.79,20.367032967032966
person,person,,,,True,False,False,4,17,3.7884920634920634,0.390304026294166,0.08093831648301716,0.006633710728654257,0.004243477671192527,18.063475437310153,23.58823529411765,0.02075430039225211,0.011381932610685663,0.38235294117647056,52,5,28,9,4.25,227.0,311.0,153.0,268.0,72.0,214.0,216.0,296.0,17,3.58,23.58823529411765,217,45.68,25.202764976958527,450,94.74,20.45111111111111
person,person,,,,True,False,False,5,52,8.986951936951938,0.45585412667946257,0.0905753920961052,0.012575546461500501,0.004657343076397044,30.94068743365061,31.346153846153847,0.10521486317318127,0.07241283917761396,0.332579185520362,441,4,71,22,10.4,12.0,14.0,9.0,80.0,37.0,196.0,24.0,65.0,52,10.95,31.346153846153847,334,70.32,23.146706586826348,472,99.37,19.80720338983051
person,person,,,,False,False,False,2,17,8.142857142857142,0.3763866877971474,0.08798034179591031,0.00018229163870492405,0.0007232471053851024,23.1359649122807,31.41176470588235,0.033005114560309703,0.15518491890333988,0.8823529411764706,120,4,51,15,8.5,227.0,35.0,199.0,126.0,415.0,413.0,140.0,4.0,17,3.58,31.41176470588235,171,36.0,28.883040935672515,450,94.74,20.488888888888887
person,person,,,,True,False,False,2,17,4.6416666666666675,0.37196554424432265,0.08326029798422434,0.0009467401304913214,0.007073055352868811,23.251346499102333,25.0,0.015465506831390485,0.011736090461163383,0.7205882352941176,98,4,49,14,8.5,227.0,221.0,221.0,218.0,303.0,108.0,256.0,292.0,17,3.58,25.0,155,32.63,25.251612903225805,451,94.95,20.470066518847005
person,person,,,,True,False,False,2,12,3.875,0.3539493293591654,0.0883803144478556,0.00036654664798014457,0.0028387850459802486,19.247311827956988,21.5,0.011943230472959355,0.01030397700800866,0.7424242424242424,49,4,30,10,6.0,331.0,302.0,294.0,119.0,387.0,299.0,304.0,309.0,12,2.53,21.5,134,28.21,27.507462686567163,412,86.74,20.883495145631066
person,person,,,,False,False,False,2,7,2.8333333333333335,0.32051282051282054,0.08193422263109475,0.00037313099470356566,0.0029170817338705396,11.176470588235293,12.857142857142858,0.002007871352756444,0.0034219014061649716,0.6190476190476191,13,5,15,7,3.5,427.0,384.0,408.0,241.0,385.0,294.0,434.0,396.0,7,1.47,12.857142857142858,64,13.47,23.703125,351,73.89,22.501424501424502
person,person,,,,False,False,False,2,8,1.9666666666666666,0.35822021116138764,0.07908538446596554,0.0,0.0,21.8728813559322,25.625,0.009384658765019005,0.005340470948857383,1.0,28,5,18,8,4.0,411.0,434.0,276.0,310.0,446.0,450.0,334.0,365.0,8,1.68,25.625,130,27.37,26.2,438,92.21,20.735159817351597
person,person,,,,True,False,False,2,26,7.387301587301587,0.39915966386554624,0.09606147934678194,0.001969951609358805,0.006240473571191689,31.598302535453367,34.57692307692308,0.060698079398505106,0.07865799953183598,0.7569230769230769,246,4,70,22,13.0,102.0,58.0,117.0,15.0,213.0,123.0,73.0,49.0,26,5.47,34.57692307692308,228,48.0,25.49561403508772,456,96.0,20.32236842105263
person,person,,,,True,False,True,3,21,4.585714285714286,0.3843042071197411,0.09011857707509881,0.004993190624803877,0.007694923612178779,18.749221183800618,20.714285714285715,0.020757547525807073,0.014276291185580117,0.319047619047619,67,4,35,11,7.0,170.0,231.0,178.0,88.0,106.0,95.0,215.0,269.0,21,4.42,20.714285714285715,189,39.79,25.026455026455025,454,95.58,20.433920704845814
person,person,,,,False,False,False,2,12,3.8111111111111113,0.3566066066066066,0.0856730595803523,0.0018225488538399252,0.005842592832932609,17.776967930029155,19.833333333333332,0.00849705533176449,0.011614034494286161,0.5757575757575758,38,5,24,9,6.0,331.0,309.0,283.0,177.0,226.0,143.0,341.0,294.0,12,2.53,19.833333333333332,123,25.89,24.739837398373982,434,91.37,20.889400921658986
person,person,,,,False,False,False,2,11,3.1500000000000004,0.3010139416983523,0.07244166539576026,0.00029577910945714547,0.0026789441959328693,16.703703703703706,18.272727272727273,0.003542863818149795,0.00277464514398302,0.6363636363636364,35,5,23,9,5.5,354.0,358.0,449.0,416.0,394.0,305.0,403.0,415.0,11,2.32,18.272727272727273,59,12.42,18.406779661016948,254,53.47,22.673228346456693
person,person,,,,False,False,False,2,12,3.4595238095238097,0.3515914137675796,0.08263983530025806,0.004449346954608837,0.00541699835437344,15.607708189951822,18.5,0.009052300077270842,0.0062984536910620165,0.4696969696969697,31,5,27,9,6.0,331.0,328.0,302.0,229.0,122.0,157.0,337.0,348.0,12,2.53,18.5,131,27.58,27.519083969465647,407,85.68,21.57002457002457
person,person,,,,True,False,False,3,25,5.901623376623378,0.40050590219224286,0.09168556676156928,0.0023272456576433516,0.004906739422395656,26.985219416478696,30.2,0.04679784468720396,0.032711688363791104,0.49,147,4,55,15,8.333333333333334,116.0,140.0,111.0,59.0,185.0,183.0,95.0,150.0,25,5.26,30.2,231,48.63,24.926406926406926,458,96.42,20.246724890829693
person,person,,,,True,False,True,3,26,5.187734487734489,0.42109929078014185,0.0876222099243682,0.006082190445772043,0.008756814429312679,24.929195293594056,27.76923076923077,0.03756314921062493,0.024189017545411404,0.36923076923076925,120,4,45,13,8.666666666666666,102.0,186.0,55.0,139.0,84.0,79.0,118.0,187.0,26,5.47,27.76923076923077,280,58.95,24.40714285714286,466,98.11,20.042918454935624
person,person,,,,False,False,False,2,19,3.9567460317460323,0.39748953974895396,0.08149842722333428,0.0020696468276982334,0.00397689435197763,28.987965098786482,34.10526315789474,0.03492884169074117,0.023441192509557535,0.5614035087719298,96,5,52,15,9.5,194.0,289.0,126.0,255.0,203.0,227.0,130.0,198.0,19,4.0,34.10526315789474,232,48.84,25.689655172413794,455,95.79,20.373626373626372
person,person,,,,False,False,False,3,26,5.102813852813854,0.4263913824057451,0.086405529953917,0.005813749796992309,0.004970432410139274,25.537624602332976,29.96153846153846,0.04516682970169002,0.021845091225790234,0.38769230769230767,126,4,48,14,8.666666666666666,102.0,190.0,46.0,162.0,89.0,181.0,98.0,214.0,26,5.47,29.96153846153846,289,60.84,23.695501730103807,471,99.16,19.902335456475583
person,person,,,,True,False,False,2,16,3.958333333333334,0.37758346581875996,0.08780307464801751,0.0012639293401301402,0.00922253387543194,24.884210526315787,28.5,0.027418987656807472,0.023305727009512948,0.5166666666666667,62,5,39,12,8.0,254.0,288.0,195.0,135.0,272.0,71.0,182.0,200.0,16,3.37,28.5,187,39.37,27.620320855614974,440,92.63,20.688636363636363
person,person,,,,True,False,False,2,7,1.7333333333333332,0.3333333333333333,0.0757213454487486,0.0,0.0,19.39423076923077,20.714285714285715,0.004366741666543132,0.005334773493016556,1.0,21,5,15,7,3.5,427.0,444.0,367.0,374.0,446.0,450.0,391.0,366.0,7,1.47,20.714285714285715,89,18.74,23.48314606741573,380,80.0,22.16578947368421
person,person,,,,False,False,False,2,17,5.299999999999999,0.3371185237757275,0.08383832441019004,0.0002824081562615004,0.0024007907997013293,24.15723270440252,25.0,0.0136961904005525,0.024410642889351273,0.6985294117647058,95,5,48,14,8.5,227.0,180.0,361.0,211.0,399.0,320.0,276.0,185.0,17,3.58,25.0,108,22.74,27.77777777777778,369,77.68,22.479674796747968
person,person,,,,False,False,False,2,4,1.1666666666666665,0.30804150453955903,0.069876918550483,0.0009306626407421529,0.00406329883012095,10.0,11.5,0.0012325951824869786,0.0008144635650106757,0.3333333333333333,2,5,4,3,2.0,458.0,461.0,439.0,435.0,304.0,223.0,458.0,464.0,4,0.84,11.5,42,8.84,21.404761904761905,319,67.16,23.100313479623825
person,person,,,,False,False,False,4,33,6.0488816738816755,0.4318181818181818,0.08555860764623767,0.00890430019831223,0.004257785814747841,28.41242880572535,31.060606060606062,0.0525840182390829,0.03517664117368025,0.3693181818181818,195,4,56,15,8.25,58.0,127.0,37.0,180.0,53.0,213.0,86.0,141.0,33,6.95,31.060606060606062,303,63.79,23.745874587458747,464,97.68,20.099137931034484
person,person,,,,True,False,False,4,41,9.065873015873017,0.40807560137457044,0.08950442811381194,0.010571450491630798,0.005728666695907177,25.300709095684137,24.73170731707317,0.037875330421063814,0.047195260714637095,0.36341463414634145,298,5,53,15,10.25,37.0,13.0,83.0,98.0,41.0,151.0,115.0,114.0,41,8.63,24.73170731707317,244,51.37,24.74590163934426,452,95.16,20.422566371681416
person,person,,,,True,False,False,4,10,3.066666666666667,0.3056628056628057,0.06886053928674979,0.0012076842810491704,0.0036009253903990755,10.0,9.6,0.002177245569499373,0.0023684963154756806,0.5111111111111111,23,5,11,6,2.5,372.0,365.0,444.0,445.0,281.0,249.0,426.0,423.0,10,2.11,9.6,46,9.68,22.434782608695652,294,61.89,23.496598639455783
person,person,,,,True,False,False,3,25,5.303968253968254,0.3912685337726524,0.08505431538737018,0.0028117601943342782,0.004398563822908377,23.73350291785126,25.44,0.03203025127164482,0.02381966354244614,0.4033333333333333,121,4,52,15,8.333333333333334,116.0,179.0,149.0,183.0,171.0,203.0,150.0,189.0,25,5.26,25.44,214,45.05,26.018691588785046,447,94.11,20.534675615212528
person,person,,,,True,False,False,3,29,6.71904761904762,0.4032258064516129,0.0903439727890294,0.002583283296179447,0.0024025563845683773,29.06520198440822,29.275862068965516,0.04707699651295373,0.04325779899325882,0.45566502463054187,185,4,54,15,9.666666666666666,78.0,90.0,100.0,85.0,179.0,319.0,94.0,119.0,29,6.11,29.275862068965516,239,50.32,25.89958158995816,454,95.58,20.376651982378856
person,person,,,,False,False,False,3,4,1.3666666666666667,0.3082414016872161,0.0666510757717493,3.866221517408885e-05,0.0042105263157894745,13.01219512195122,19.5,0.0031991718030188773,0.0016618248626692727,0.6666666666666666,4,5,3,3,1.3333333333333333,458.0,451.0,438.0,455.0,441.0,215.0,411.0,447.0,4,0.84,19.5,60,12.63,25.483333333333334,305,64.21,23.554098360655736
person,person,,,,False,False,False,2,12,3.277777777777778,0.3601213040181956,0.08501372151294595,0.003522034615443792,0.004545410643345356,15.788135593220334,18.333333333333332,0.009735006634220592,0.008644127489948297,0.4696969696969697,31,4,18,8,6.0,331.0,351.0,268.0,185.0,151.0,200.0,331.0,327.0,12,2.53,18.333333333333332,136,28.63,25.808823529411764,433,91.16,20.84526558891455
person,person,,,,True,False,False,2,27,6.1452380952380965,0.4166666666666667,0.09285807376515054,0.002249821212864294,0.0062154414292988555,33.866912049593175,37.81481481481482,0.08083069686973143,0.06480013716091573,0.5641025641025641,198,4,66,18,13.5,92.0,118.0,61.0,41.0,189.0,126.0,56.0,86.0,27,5.68,37.81481481481482,265,55.79,24.849056603773583,468,98.53,19.985042735042736
person,person,,,,True,False,False,4,37,5.672619047619049,0.43577981651376146,0.08221074797357718,0.0070212519031483955,0.001682871031305408,33.03399790136411,35.054054054054056,0.0930911451613356,0.050673573374568924,0.3963963963963964,264,4,66,18,9.25,45.0,151.0,31.0,234.0,67.0,361.0,36.0,110.0,37,7.79,35.054054054054056,302,63.58,24.06291390728477,471,99.16,19.89384288747346
person,person,,,,True,False,False,2,19,7.001190476190475,0.33783783783783783,0.07761649282387861,2.2630363087344287e-05,0.00022213720020399226,24.020574732188404,28.36842105263158,0.02846432960489461,0.07099830625551323,0.9181286549707602,157,5,62,18,9.5,194.0,79.0,357.0,343.0,442.0,442.0,174.0,70.0,19,4.0,28.36842105263158,93,19.58,28.365591397849464,384,80.84,21.783854166666668
person,person,,,,True,False,False,2,27,6.824999999999999,0.40948275862068967,0.0970708446866485,0.0011131360362737013,0.007873184049399908,36.995115995116,39.333333333333336,0.09015915658782012,0.092400387300227,0.7065527065527065,248,4,71,22,13.5,92.0,86.0,78.0,9.0,288.0,92.0,39.0,25.0,27,5.68,39.333333333333336,254,53.47,25.62204724409449,459,96.63,20.206971677559913
person,person,,,,True,False,False,3,48,11.65674603174603,0.4519505233111323,0.1013892100535406,0.0038159341450626208,0.005137143004214078,40.58549787234043,40.75,0.16478750253859728,0.17404108750045488,0.49379432624113473,557,4,71,22,16.0,19.0,1.0,12.0,1.0,137.0,170.0,3.0,1.0,48,10.11,40.75,329,69.26,23.507598784194528,472,99.37,19.83050847457627
person,person,,,,True,False,False,2,23,6.026190476190476,0.3861788617886179,0.09319055015123029,0.0006655562441575721,0.0024473352526807085,33.425128407743976,35.43478260869565,0.057486059994756075,0.06983734954961157,0.9130434782608695,231,4,70,22,11.5,140.0,129.0,166.0,39.0,335.0,317.0,79.0,76.0,23,4.84,35.43478260869565,202,42.53,27.23267326732673,445,93.68,20.651685393258425
person,person,,,,False,False,False,2,2,1.0,0.26521496370742603,0.06768953068592057,0.0,0.0,7.999999999999999,7.0,0.00040667548580150564,0.0007399202399562689,1.0,1,5,2,2,1.0,473.0,470.0,473.0,452.0,446.0,450.0,473.0,466.0,2,0.42,7.0,12,2.53,21.083333333333332,145,30.53,26.69655172413793
person,person,,,,False,False,False,2,11,4.283333333333333,0.3275862068965517,0.07790716745940626,0.0005717167454841685,0.0004471687169888367,15.470817120622568,16.09090909090909,0.0038859443715389117,0.0045321050339351635,0.7090909090909091,39,5,21,8,5.5,354.0,264.0,386.0,337.0,350.0,432.0,399.0,375.0,11,2.32,16.09090909090909,83,17.47,22.3855421686747,362,76.21,22.337016574585636
person,person,,,,True,False,False,5,42,7.1250360750360775,0.42831379621280435,0.08449827297389448,0.020674123504081234,0.006009615523273085,24.565567628325205,25.857142857142858,0.04359280555667969,0.034809922509367736,0.29500580720092917,254,4,54,15,8.4,34.0,71.0,40.0,193.0,12.0,134.0,100.0,143.0,42,8.84,25.857142857142858,297,62.53,23.636363636363637,452,95.16,20.38716814159292
person,person,,,,True,False,False,5,37,6.152453102453104,0.41304347826086957,0.07839663747194224,0.01615873303326848,0.0059541299867748865,25.37527705135271,25.027027027027028,0.04164908727149622,0.022211391217878653,0.31981981981981983,213,4,51,15,7.4,45.0,117.0,67.0,326.0,23.0,138.0,106.0,211.0,37,7.79,25.027027027027028,251,52.84,24.01195219123506,462,97.26,20.11904761904762
person,person,,,,False,False,False,2,8,2.283333333333333,0.28910529519172246,0.06794450007152053,0.0028009238224082672,0.005304475066966739,7.992700729927008,8.875,0.001212973792377168,0.0008457036834882523,0.4642857142857143,13,5,10,6,4.0,411.0,419.0,462.0,451.0,172.0,160.0,460.0,462.0,8,1.68,8.875,35,7.37,19.114285714285714,244,51.37,23.770491803278688
person,person,,,,True,False,False,2,20,5.851190476190475,0.3397711015736767,0.07719184204111477,5.009261340103664e-05,0.0008863903141051713,24.468972533062058,28.0,0.029262688499474693,0.05723411703039376,0.868421052631579,165,5,62,18,10.0,181.0,145.0,349.0,354.0,438.0,407.0,169.0,97.0,20,4.21,28.0,95,20.0,28.063157894736843,389,81.89,21.604113110539846
person,person,,,,True,False,False,3,33,7.038095238095239,0.3964941569282137,0.0904428845250638,0.011848738321080264,0.01693450184597427,21.6637347767253,22.666666666666668,0.027722061775591524,0.042613289998539076,0.36363636363636365,192,5,61,16,11.0,58.0,75.0,131.0,82.0,38.0,6.0,179.0,121.0,33,6.95,22.666666666666668,216,45.47,24.685185185185187,454,95.58,20.3215859030837
person,person,,,,False,False,True,3,31,6.248845598845601,0.4318181818181818,0.08865523999129,0.006411076426671359,0.0047136653165966965,29.029973790252733,33.03225806451613,0.06457553220569906,0.03793543750165134,0.3935483870967742,183,4,57,15,10.333333333333334,65.0,110.0,37.0,114.0,79.0,193.0,70.0,132.0,31,6.53,33.03225806451613,300,63.16,24.173333333333332,469,98.74,19.946695095948826
person,person,,,,True,False,False,2,14,3.7416666666666667,0.35580524344569286,0.0806520078105102,0.0,0.0,23.538975501113587,26.071428571428573,0.013671249714485665,0.010535428080910266,1.0,91,5,48,14,7.0,294.0,313.0,288.0,275.0,446.0,450.0,278.0,307.0,14,2.95,26.071428571428573,120,25.26,26.541666666666668,432,90.95,20.99537037037037
person,person,,,,True,False,False,4,26,4.443290043290045,0.37728355837966643,0.07739938080495355,0.005199820936834348,0.004344569389206299,19.99410561184722,21.884615384615383,0.01979393757038408,0.00941768120601232,0.39692307692307693,129,5,49,14,6.5,102.0,242.0,196.0,351.0,102.0,205.0,225.0,319.0,26,5.47,21.884615384615383,168,35.37,25.267857142857142,448,94.32,20.540178571428573
person,person,,,,True,False,False,2,19,7.001190476190477,0.33783783783783783,0.07761649282387861,2.2630363087344287e-05,0.00022213720020399226,24.0205747321884,28.36842105263158,0.02846432960489461,0.07099830625551323,0.9181286549707602,157,5,62,18,9.5,194.0,77.0,357.0,343.0,442.0,442.0,174.0,70.0,19,4.0,28.36842105263158,93,19.58,28.365591397849464,384,80.84,21.783854166666668
person,person,,,,True,False,False,4,46,7.847222222222227,0.43577981651376146,0.08882932302705399,0.009181823357927688,0.0019671330224294917,30.48657395701642,32.19565217391305,0.09714812457601049,0.06681214181071195,0.36328502415458935,376,4,70,22,11.5,25.0,46.0,31.0,112.0,49.0,341.0,31.0,84.0,46,9.68,32.19565217391305,296,62.32,24.131756756756758,468,98.53,19.944444444444443
person,person,,,,True,False,False,4,47,8.52305194805195,0.43577981651376146,0.08965083359547028,0.012903333442447148,0.0075730490424028105,28.886654053390554,30.680851063829788,0.0880000325568125,0.07373031205612866,0.34782608695652173,376,4,71,22,11.75,22.0,20.0,31.0,96.0,34.0,100.0,42.0,63.0,47,9.89,30.680851063829788,301,63.37,24.40531561461794,462,97.26,20.123376623376622
person,person,,,,False,False,True,2,7,1.9999999999999998,0.2714285714285714,0.06351257994785284,0.0,0.0,12.125000000000002,12.285714285714286,0.000628066476868302,0.0007804062048885616,1.0,21,6,15,7,3.5,427.0,432.0,471.0,468.0,446.0,450.0,470.0,465.0,7,1.47,12.285714285714286,26,5.47,15.461538461538462,158,33.26,22.936708860759495
person,person,,,,True,False,False,2,17,4.733333333333333,0.35768072289156627,0.08656693750474599,0.005524399939569771,0.013598943343986373,17.721830985915496,19.235294117647058,0.012385052266769225,0.010812750017630376,0.5220588235294118,71,4,33,11,8.5,227.0,217.0,279.0,159.0,96.0,16.0,300.0,301.0,17,3.58,19.235294117647058,137,28.84,25.357664233576642,418,88.0,21.27751196172249
person,person,,,,True,False,False,2,19,4.991666666666666,0.3566066066066066,0.08032920882775725,0.0004965508201870821,0.002262295019223438,26.218697829716195,28.63157894736842,0.029756143952327545,0.052822439544735277,0.8070175438596491,138,4,63,18,9.5,194.0,199.0,283.0,284.0,362.0,325.0,167.0,107.0,19,4.0,28.63157894736842,133,28.0,29.68421052631579,416,87.58,21.11298076923077
person,person,,,,True,False,False,4,21,6.426190476190476,0.349008082292432,0.07475115733151483,0.003098603128673898,0.003286943963826044,19.6947017413857,20.38095238095238,0.012135435159449955,0.0534424717348529,0.6190476190476191,130,5,61,16,5.25,170.0,99.0,312.0,385.0,163.0,264.0,302.0,105.0,21,4.42,20.38095238095238,110,23.16,26.736363636363638,409,86.11,21.339853300733495
person,person,,,,True,True,True,3,18,3.9511904761904764,0.3705148205928237,0.08282957451755407,0.0012303056493889106,0.003110635829489927,21.138897258210307,22.77777777777778,0.022728430536461664,0.050750689392588394,0.477124183006536,73,4,46,13,6.0,206.0,291.0,224.0,226.0,278.0,278.0,199.0,109.0,18,3.79,22.77777777777778,159,33.47,28.22012578616352,441,92.84,20.829931972789115
person,person,,,,True,True,False,3,48,11.65674603174603,0.4519505233111323,0.1013892100535406,0.0038159341450626208,0.005137143004214078,40.585497872340426,40.75,0.16478750253859728,0.17404108750045488,0.49379432624113473,557,4,71,22,16.0,19.0,1.0,12.0,1.0,137.0,170.0,3.0,1.0,48,10.11,40.75,329,69.26,23.507598784194528,472,99.37,19.83050847457627
person,person,,,,False,False,False,2,2,0.45,0.2989301447451227,0.06417675855577525,0.0,0.0,25.0,25.5,0.0017916134302940034,0.0017980297119068705,1.0,1,5,2,2,1.0,473.0,475.0,453.0,466.0,446.0,450.0,441.0,440.0,2,0.42,25.5,47,9.89,28.23404255319149,280,58.95,24.8
person,person,,,,True,False,True,9,51,5.099002386502386,0.4326047358834244,0.06662770309760374,0.030137483925187666,0.00027241098526907987,22.19223674425224,24.294117647058822,0.06755254686313693,0.022749180031005154,0.1992156862745098,254,4,58,15,5.666666666666667,16.0,191.0,36.0,456.0,6.0,440.0,66.0,206.0,51,10.74,24.294117647058822,286,60.21,23.73076923076923,465,97.89,20.010752688172044
person,person,,,,True,False,True,3,27,5.575793650793652,0.41125541125541126,0.09129933367503844,0.005584203223373258,0.009400940658768772,26.75482172087396,29.62962962962963,0.04332568679162016,0.032012260788937034,0.4131054131054131,145,4,55,15,9.0,92.0,161.0,72.0,66.0,95.0,69.0,101.0,153.0,27,5.68,29.62962962962963,255,53.68,24.690196078431374,463,97.47,20.1792656587473
person,person,,,,False,False,False,2,5,1.1444444444444444,0.3282653766413269,0.06890499089728803,0.0001005880226169408,0.0008500120798588488,17.650485436893206,22.8,0.0042681223648528225,0.0018243048080835947,0.6,6,4,7,5,2.5,445.0,463.0,385.0,444.0,433.0,410.0,393.0,439.0,5,1.05,22.8,81,17.05,25.790123456790123,367,77.26,22.59673024523161
person,person,,,,False,False,False,4,21,3.6273809523809537,0.40807560137457044,0.0818683212685281,0.005231694777403072,0.001899277025193081,25.414834263209706,27.714285714285715,0.03156961952378872,0.01663633237741093,0.35714285714285715,75,5,41,12,5.25,170.0,319.0,83.0,243.0,101.0,347.0,153.0,249.0,21,4.42,27.714285714285715,259,54.53,24.544401544401545,457,96.21,20.323851203501093
person,person,,,,True,False,False,4,47,8.33178210678211,0.44769085768143263,0.08932209233083652,0.013389443042036793,0.00652750018506181,31.845434431517557,34.5531914893617,0.12252119050052443,0.07835419205422375,0.37187789084181316,402,4,71,22,11.75,22.0,26.0,19.0,101.0,33.0,115.0,15.0,51.0,47,9.89,34.5531914893617,323,68.0,23.405572755417957,469,98.74,19.897654584221748
person,person,,,,True,False,False,2,13,3.916666666666667,0.35741158765989467,0.08849007979631757,0.0013756403091029605,0.0055958133938304,17.191489361702125,18.615384615384617,0.010733651610695363,0.010513257094952492,0.6153846153846154,48,4,31,10,6.5,310.0,294.0,281.0,117.0,265.0,155.0,318.0,308.0,13,2.74,18.615384615384617,130,27.37,28.107692307692307,428,90.11,20.94859813084112
person,person,,,,True,False,False,2,20,5.851190476190476,0.3397711015736767,0.07719184204111477,5.009261340103664e-05,0.0008863903141051713,24.468972533062054,28.0,0.029262688499474693,0.05723411703039376,0.868421052631579,165,5,62,18,10.0,181.0,144.0,349.0,354.0,438.0,407.0,169.0,97.0,20,4.21,28.0,95,20.0,28.063157894736843,389,81.89,21.604113110539846
person,person,,,,True,False,False,3,22,6.6607142857142865,0.34025787965616044,0.07438340075688371,0.00023122516712720983,0.005054376866502121,22.642716711349415,25.90909090909091,0.029860695842542802,0.06020039484119219,0.7489177489177489,173,5,62,18,7.333333333333333,154.0,93.0,345.0,392.0,407.0,178.0,165.0,94.0,22,4.63,25.90909090909091,96,20.21,28.625,388,81.68,21.672680412371133
person,person,,,,False,False,False,2,8,1.851190476190476,0.36398467432950193,0.07197696737044146,0.0012617939233189423,0.005764343929567113,23.2379421221865,29.0,0.011279368769039686,0.008434418054494216,0.4642857142857143,13,4,18,8,4.0,411.0,439.0,252.0,421.0,273.0,149.0,315.0,329.0,8,1.68,29.0,157,33.05,27.401273885350317,430,90.53,21.065116279069766
person,person,,,,True,False,False,2,9,2.2666666666666666,0.3432080924855491,0.07861852086838984,0.0011099505536868353,0.002197033947866726,17.21323529411765,18.666666666666668,0.00505736114381826,0.005798535933457494,0.6111111111111112,22,5,18,8,4.5,387.0,422.0,328.0,321.0,289.0,329.0,379.0,357.0,9,1.89,18.666666666666668,102,21.47,23.284313725490197,406,85.47,21.655172413793103
person,person,,,,False,False,True,2,13,3.4333333333333336,0.34345625451916123,0.08268634891898478,0.0007363326634793407,0.0020698921379912177,26.645631067961162,27.53846153846154,0.013044541656952116,0.019533691612433724,0.8461538461538461,66,5,45,13,6.5,310.0,330.0,326.0,228.0,328.0,337.0,291.0,229.0,13,2.74,27.53846153846154,125,26.32,26.416,382,80.42,21.856020942408378
person,person,,,,True,False,False,2,25,6.808333333333333,0.38523925385239255,0.09114720753739433,0.002147796777324702,0.006404735637012157,27.413708690330473,29.6,0.03722165270065704,0.04318347769008974,0.5233333333333333,157,4,55,15,12.5,116.0,88.0,174.0,71.0,198.0,120.0,120.0,120.0,25,5.26,29.6,200,42.11,27.455,442,93.05,20.757918552036198
person,person,,,,True,False,True,3,23,5.365079365079366,0.39094650205761317,0.08835839404743451,0.0036185535639014317,0.004180421514159807,21.01686390532544,24.304347826086957,0.03199268489469281,0.02158510489027161,0.39920948616600793,101,4,40,12,7.666666666666667,140.0,175.0,150.0,120.0,147.0,217.0,152.0,216.0,23,4.84,24.304347826086957,211,44.42,25.46445497630332,451,94.95,20.317073170731707
person,person,,,,False,False,False,2,13,3.511111111111111,0.33031988873435325,0.0729329272973872,0.0002830049748431793,0.0014125820881317206,19.76582278481013,21.846153846153847,0.00717788442410254,0.003985348667866575,0.6410256410256411,50,5,25,9,6.5,310.0,326.0,376.0,414.0,398.0,377.0,350.0,384.0,13,2.74,21.846153846153847,91,19.16,22.67032967032967,359,75.58,21.832869080779943
person,person,,,,False,False,False,2,9,2.916666666666667,0.30625402965828497,0.07690024554113489,0.004536389616894694,0.011748951156179669,9.857142857142856,10.222222222222221,0.001476816214742555,0.0017477771955056582,0.5,18,5,11,6,4.5,387.0,380.0,441.0,361.0,119.0,31.0,452.0,441.0,9,1.89,10.222222222222221,50,10.53,18.58,295,62.11,23.02033898305085
person,person,,,,False,False,False,2,11,4.227777777777778,0.3330995792426367,0.08446696896950298,0.00083344929965754,0.002550082803913584,14.11957950065703,16.636363636363637,0.0038376246556541035,0.0057261032937239,0.6727272727272727,37,6,23,9,5.5,354.0,267.0,368.0,195.0,315.0,312.0,401.0,359.0,11,2.32,16.636363636363637,96,20.21,22.40625,371,78.11,21.857142857142858
person,person,,,,True,False,False,3,43,8.818650793650793,0.4294755877034358,0.09462465553305223,0.012827194759635577,0.013462603861631962,31.694640687575937,33.46511627906977,0.10246136531077837,0.08652045787680283,0.39756367663344405,359,4,70,22,14.333333333333334,33.0,16.0,39.0,23.0,35.0,17.0,27.0,32.0,43,9.05,33.46511627906977,285,60.0,23.789473684210527,466,98.11,20.021459227467812
person,person,,,,False,False,False,2,13,3.6500000000000004,0.37372147915027537,0.08973269103617643,0.0009057862338016789,0.0034114774854281855,25.19406392694064,28.846153846153847,0.023582589778016305,0.018866244782304024,0.6666666666666666,52,4,34,11,6.5,310.0,318.0,217.0,93.0,307.0,260.0,195.0,234.0,13,2.74,28.846153846153847,180,37.89,26.133333333333333,436,91.79,20.678899082568808
person,person,,,,True,False,False,3,37,7.580952380952381,0.42562724014336917,0.08985434138344159,0.00836027633055642,0.011427338003620485,32.169493299832496,35.08108108108108,0.09472649938259071,0.06676948506375617,0.4339339339339339,289,4,68,18,12.333333333333334,45.0,50.0,49.0,91.0,56.0,38.0,33.0,85.0,37,7.79,35.08108108108108,278,58.53,24.39568345323741,469,98.74,19.955223880597014
