node_type,org_cat,corp_cat,corp_sub,rank,banker,PPG_director,PPG_member,bipartite_degree,ppg_bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
person,person,,,,False,False,False,2,2,2.0,17,5.2,0.3483462350457424,0.08994821163572489,0.000840062165900893,0.004450348517334161,23.21153846153846,24.352941176470587,0.012472585360619575,0.0242325905251499,0.6397058823529411,87,5,45,14,8.5,235.0,190.0,332.0,91.0,327.0,208.0,308.0,201.0,17,3.43,24.352941176470587,138,27.88,26.884057971014492,407,82.22,22.13022113022113
person,person,,,,True,False,False,2,2,2.0,12,5.583333333333332,0.31112507856693905,0.08093525179856113,0.00046269927145924523,0.001228236087762526,13.059701492537314,13.333333333333334,0.001445791734465229,0.003406955911044706,0.7272727272727273,48,5,23,9,6.0,347.0,169.0,452.0,279.0,379.0,398.0,470.0,423.0,12,2.42,13.333333333333334,54,10.91,18.85185185185185,328,66.26,23.149390243902438
person,person,,,,True,False,False,3,3,3.0,32,6.184920634920636,0.4074074074074074,0.08642514185945002,0.0066287163697822575,0.006481166656605252,33.144488643654554,35.03125,0.08472527720687277,0.05711336960868448,0.5504032258064516,273,4,68,22,10.666666666666666,64.0,113.0,95.0,165.0,74.0,121.0,48.0,104.0,32,6.46,35.03125,255,51.52,25.32549019607843,478,96.57,20.468619246861923
person,person,,,,False,False,False,2,2,2.0,7,3.1500000000000004,0.28930450029222676,0.06888713642900218,9.618643955904054e-05,0.0023190216454846567,9.941798941798941,10.428571428571429,0.001385492148285509,0.0018543391445030495,0.8095238095238095,17,5,9,6,3.5,446.0,376.0,483.0,466.0,449.0,332.0,473.0,462.0,7,1.41,10.428571428571429,35,7.07,21.771428571428572,253,51.11,24.49802371541502
person,person,,,,False,False,False,2,2,2.0,7,1.55,0.3057442865966646,0.06896551724137931,0.0,0.0,19.806451612903224,19.714285714285715,0.00532465646798215,0.006882002900929979,1.0,21,5,12,7,3.5,446.0,467.0,464.0,463.0,465.0,469.0,384.0,363.0,7,1.41,19.714285714285715,52,10.51,29.807692307692307,309,62.42,24.06148867313916
person,person,,,,False,True,True,2,2,1.0,15,3.826190476190477,0.3864168618266979,0.09170062986291218,0.0008426474849039589,0.0037332327155661727,26.68014934660858,29.4,0.02414559453141187,0.020319230314320473,0.5523809523809524,58,4,43,13,7.5,290.0,315.0,177.0,54.0,326.0,251.0,197.0,236.0,15,3.03,29.4,212,42.83,27.55188679245283,472,95.35,20.56779661016949
person,person,,,,True,False,False,2,2,2.0,4,1.0333333333333332,0.276690888764673,0.0648684066834116,0.0,0.0,10.241935483870968,10.5,0.0009258228336942967,0.0009139185716427483,1.0,6,5,5,4,2.0,480.0,487.0,490.0,485.0,465.0,469.0,487.0,483.0,4,0.81,10.5,23,4.65,19.73913043478261,197,39.8,26.19796954314721
person,person,,,,False,False,False,4,4,4.0,31,5.7773809523809545,0.4111295681063123,0.08837970540098199,0.008074642370901832,0.005002691002568319,26.11024108798681,26.967741935483872,0.03661151130502139,0.03304923813691167,0.3419354838709677,159,5,52,15,7.75,68.0,156.0,82.0,124.0,58.0,171.0,120.0,155.0,31,6.26,26.967741935483872,273,55.15,24.802197802197803,473,95.56,20.682875264270614
person,person,,,,True,False,False,2,2,2.0,8,2.316666666666667,0.32781456953642385,0.07936826071271096,0.0006863622631633156,0.0011889765110228857,14.467625899280574,15.375,0.00279622753758604,0.003409727560404322,0.75,21,5,15,8,4.0,432.0,433.0,406.0,326.0,345.0,403.0,436.0,422.0,8,1.62,15.375,76,15.35,24.05263157894737,390,78.79,22.612820512820512
person,person,,,,True,False,False,2,2,2.0,16,4.658333333333333,0.37471612414837246,0.08003319895660423,0.00044850223749468227,0.0014957124805609653,26.706618962432923,33.5625,0.0325440182883576,0.08887184012181593,0.8916666666666667,107,4,50,15,8.0,263.0,230.0,221.0,309.0,384.0,382.0,148.0,35.0,16,3.23,33.5625,177,35.76,29.429378531073446,466,94.14,20.916309012875537
person,person,,,,False,True,False,3,3,2.0,17,3.926190476190476,0.3447075208913649,0.0840003393953107,0.0073930502723763385,0.0067479886489823955,14.22680412371134,15.235294117647058,0.005789715287036391,0.005105491064700831,0.3161764705882353,43,5,24,9,5.666666666666667,235.0,304.0,344.0,213.0,70.0,118.0,378.0,391.0,17,3.43,15.235294117647058,115,23.23,22.860869565217392,413,83.43,21.476997578692494
person,person,,,,False,False,False,2,2,2.0,5,1.2,0.3087960074859638,0.06856351359150459,0.0,0.0,14.416666666666668,15.8,0.001571530656349198,0.0011147091068490942,1.0,10,6,7,5,2.5,466.0,481.0,461.0,469.0,465.0,469.0,469.0,478.0,5,1.01,15.8,55,11.11,20.818181818181817,328,66.26,23.14329268292683
person,person,,,,True,False,True,3,3,3.0,21,4.330158730158731,0.3861154446177847,0.08401911222633673,0.002711871176511512,0.0038016679404239235,27.260997067448677,28.952380952380953,0.034767647808011407,0.02563455265694512,0.49523809523809526,104,4,50,15,7.0,180.0,261.0,180.0,212.0,177.0,246.0,127.0,188.0,21,4.24,28.952380952380953,206,41.62,26.87378640776699,471,95.15,20.772823779193207
person,person,,,,True,False,True,5,5,5.0,54,8.720707070707071,0.44715447154471544,0.08817478201234445,0.008794541090390882,0.0036473739957975037,34.20426246597555,34.629629629629626,0.13539484203436958,0.07960631493780737,0.33473095737246683,479,4,69,22,10.8,13.0,15.0,23.0,128.0,51.0,255.0,11.0,47.0,54,10.91,34.629629629629626,328,66.26,24.125,491,99.19,20.15071283095723
person,person,,,,False,False,False,2,2,2.0,18,4.9833333333333325,0.3629032258064516,0.08725285701695114,0.0008529604412968036,0.0031888838906382767,23.799331103678934,25.38888888888889,0.018070351302371352,0.025674222791221384,0.5686274509803921,87,5,46,14,9.0,218.0,209.0,269.0,146.0,324.0,281.0,250.0,187.0,18,3.64,25.38888888888889,162,32.73,30.796296296296298,439,88.69,21.544419134396357
person,person,,,,True,False,False,3,3,3.0,23,5.783333333333334,0.36423841059602646,0.07963320463320461,0.0015956858681104994,0.003414075144537669,22.475504322766565,23.0,0.016684958193568866,0.012577914562434575,0.5375494071146245,136,4,46,14,7.666666666666667,148.0,155.0,263.0,322.0,248.0,267.0,259.0,301.0,23,4.65,23.0,140,28.28,26.035714285714285,458,92.53,21.063318777292576
person,person,,,,False,False,False,2,2,2.0,17,4.792857142857142,0.35306704707560627,0.08029197080291971,0.0005632477916098787,0.0037522469731351765,23.386984600099357,25.41176470588235,0.018639490763372416,0.0437030672753693,0.6397058823529411,87,4,38,12,8.5,235.0,222.0,317.0,299.0,362.0,249.0,241.0,128.0,17,3.43,25.41176470588235,131,26.46,27.34351145038168,430,86.87,21.71395348837209
person,person,,,,True,True,False,5,5,3.0,37,6.051659451659451,0.41596638655462187,0.085805911073874,0.006202192606460458,0.0007871448583522888,28.856669369068623,30.135135135135137,0.07236764208782327,0.04377039235607288,0.30930930930930933,206,4,55,15,7.4,50.0,126.0,68.0,174.0,81.0,424.0,63.0,127.0,37,7.47,30.135135135135137,268,54.14,25.76492537313433,485,97.98,20.34639175257732
person,person,,,,True,False,False,2,2,2.0,6,1.5416666666666665,0.3284671532846715,0.07283517669274346,0.0007591597976724032,0.0003534671955724588,13.459459459459458,16.0,0.0027278519434093184,0.002270295229910635,0.4666666666666667,7,5,8,5,3.0,461.0,468.0,401.0,433.0,332.0,456.0,438.0,454.0,6,1.21,16.0,77,15.56,21.87012987012987,391,78.99,22.33759590792839
person,person,,,,False,False,False,3,3,3.0,10,2.1063492063492064,0.36504424778761063,0.07362419434804165,0.0016257797516128114,0.002417381189311014,23.33798040693293,26.0,0.011575471663162506,0.005264061629008605,0.6,27,4,20,9,3.3333333333333335,392.0,447.0,259.0,424.0,245.0,326.0,320.0,390.0,10,2.02,26.0,151,30.51,26.516556291390728,463,93.54,21.019438444924408
person,person,,,,True,False,False,3,3,3.0,30,7.592857142857143,0.3613138686131387,0.08451906659077976,0.0020894806373971406,0.0044616898532788725,24.10598933835058,24.266666666666666,0.019968912793152986,0.03692820977352169,0.4896551724137931,213,5,52,15,10.0,76.0,52.0,280.0,204.0,205.0,205.0,227.0,140.0,30,6.06,24.266666666666666,151,30.51,25.509933774834437,431,87.07,21.501160092807424
person,person,,,,True,False,False,2,2,2.0,10,3.7261904761904767,0.33310901749663524,0.08092422549794283,0.0015198869908777757,0.0030212547993837893,12.706070287539934,15.5,0.004705237740919629,0.007588898695074742,0.5555555555555556,25,5,12,7,5.0,392.0,331.0,388.0,282.0,255.0,293.0,401.0,348.0,10,2.02,15.5,94,18.99,25.095744680851062,394,79.6,22.527918781725887
person,person,,,,False,False,False,2,2,2.0,10,2.6011904761904763,0.3360488798370672,0.07441371016235718,8.340599347767632e-05,0.0013980561348982394,20.89702517162471,25.5,0.012373971748544307,0.01745837938805869,0.6444444444444445,29,5,21,9,5.0,392.0,416.0,381.0,414.0,453.0,388.0,311.0,256.0,10,2.02,25.5,97,19.6,28.567010309278352,402,81.21,21.898009950248756
person,person,,,,True,False,False,2,2,2.0,16,5.95,0.3413793103448276,0.08172250120382472,0.00011727251280568545,0.0009860933606486303,22.330532212885156,25.6875,0.008905907370625334,0.024596079568113428,0.925,111,5,50,15,8.0,263.0,134.0,356.0,257.0,444.0,410.0,347.0,197.0,16,3.23,25.6875,107,21.62,23.626168224299064,411,83.03,22.017031630170315
person,person,,,,True,False,False,4,4,4.0,30,6.0051587301587315,0.402766476810415,0.08148595258999122,0.016635559224323988,0.013760580468346387,19.481133945681616,22.266666666666666,0.02853813445570733,0.017818713068994404,0.2896551724137931,126,4,34,12,7.5,76.0,129.0,115.0,264.0,21.0,9.0,171.0,252.0,30,6.06,22.266666666666666,245,49.49,24.60408163265306,476,96.16,20.61764705882353
person,person,,,,True,False,False,2,2,2.0,16,8.25,0.3265171503957784,0.07963427223123432,0.0,0.0010248830312668293,19.939393939393938,22.4375,0.007769025866175772,0.1268670125821615,1.0,120,6,59,16,8.0,263.0,27.0,411.0,318.0,465.0,406.0,360.0,10.0,16,3.23,22.4375,77,15.56,25.83116883116883,378,76.36,22.66137566137566
person,person,,,,True,False,False,2,2,2.0,16,8.25,0.3265171503957784,0.07963427223123432,0.0,0.0010248830312668293,19.939393939393938,22.4375,0.007769025866175772,0.1268670125821615,1.0,120,6,59,16,8.0,263.0,27.0,411.0,318.0,465.0,406.0,360.0,10.0,16,3.23,22.4375,77,15.56,25.83116883116883,378,76.36,22.66137566137566
person,person,,,,True,False,True,6,6,6.0,52,6.591378066378069,0.45706371191135736,0.07965883488896042,0.029818262146997794,0.000551612130559499,28.626660390886254,30.596153846153847,0.10047482943434595,0.04778570631338768,0.2239819004524887,297,4,64,18,8.666666666666666,18.0,95.0,10.0,317.0,3.0,434.0,25.0,119.0,52,10.51,30.596153846153847,354,71.52,23.494350282485875,491,99.19,20.16089613034623
person,person,,,,True,False,False,3,3,3.0,28,6.051190476190478,0.3937947494033413,0.09099264705882353,0.0014413872953742675,0.0038063756300355713,31.793429077316535,33.17857142857143,0.06084716127205703,0.05312167547450261,0.6587301587301587,249,4,68,22,9.333333333333334,90.0,127.0,146.0,71.0,262.0,245.0,74.0,110.0,28,5.66,33.17857142857143,223,45.05,27.246636771300448,472,95.35,20.697033898305083
person,person,,,,False,True,False,2,2,1.0,5,1.5833333333333333,0.28285714285714286,0.0804333107650643,0.0,0.0,11.526315789473685,11.8,0.0005211000984041981,0.0012034715929426835,1.0,10,6,7,5,2.5,466.0,466.0,487.0,295.0,465.0,469.0,492.0,476.0,5,1.01,11.8,37,7.47,16.216216216216218,211,42.63,24.075829383886255
person,person,,,,True,False,False,2,2,2.0,18,4.45952380952381,0.3916139240506329,0.09256085018854988,0.0011730303548793694,0.004615452773347513,26.496529631607043,30.22222222222222,0.031036157199381235,0.021986124945139993,0.49019607843137253,75,4,40,13,9.0,218.0,249.0,152.0,41.0,290.0,196.0,157.0,223.0,18,3.64,30.22222222222222,220,44.44,26.595454545454544,478,96.57,20.589958158995817
person,person,,,,True,False,False,3,3,3.0,16,3.8500000000000005,0.3568853640951694,0.08631462698712547,0.004312425397877924,0.011259317151538956,13.428571428571427,13.625,0.005090018228638241,0.006179809527837962,0.3416666666666667,41,4,22,9,5.333333333333333,263.0,308.0,298.0,166.0,130.0,37.0,394.0,374.0,16,3.23,13.625,118,23.84,23.779661016949152,459,92.73,21.06318082788671
person,person,,,,True,False,False,2,2,2.0,8,2.75,0.31649616368286443,0.08083942350875761,0.00022505407681389897,0.0028059295811718858,12.87878787878788,12.625,0.001852365055704656,0.003257205141929733,0.7857142857142857,22,5,15,8,4.0,432.0,411.0,440.0,285.0,423.0,309.0,461.0,429.0,8,1.62,12.625,55,11.11,22.254545454545454,357,72.12,23.218487394957982
person,person,,,,False,False,False,2,2,2.0,9,2.477777777777778,0.34185082872928174,0.08647798742138364,0.001276666928528588,0.005264179821596091,16.396860986547082,18.444444444444443,0.006140620621617942,0.007968144764186655,0.4444444444444444,16,5,15,8,4.5,407.0,421.0,355.0,162.0,277.0,159.0,374.0,344.0,9,1.82,18.444444444444443,112,22.63,26.946428571428573,412,83.23,21.75728155339806
person,person,,,,False,False,False,3,3,3.0,14,3.2607142857142857,0.35973837209302323,0.06977235886954683,0.00619957077972128,0.004946486262275735,15.842278203723986,18.714285714285715,0.007894346366400974,0.003310626944470148,0.3956043956043956,36,4,18,8,4.666666666666667,309.0,369.0,291.0,460.0,82.0,178.0,359.0,428.0,14,2.83,18.714285714285715,138,27.88,24.195652173913043,452,91.31,21.048672566371682
person,person,,,,False,False,False,2,2,2.0,11,2.603968253968254,0.3610503282275711,0.08435822421677507,0.0004370039458594727,0.005078605604921396,24.43340444986284,27.818181818181817,0.015881489505991008,0.014634351216062403,0.6181818181818182,34,4,24,9,5.5,371.0,415.0,283.0,205.0,385.0,168.0,266.0,275.0,11,2.22,27.818181818181817,157,31.72,27.1656050955414,441,89.09,21.303854875283445
person,person,,,,False,False,False,4,4,4.0,20,4.061111111111112,0.36885245901639346,0.07579044070737745,0.006560339836100176,0.002302220196957039,13.584815321477429,15.25,0.005366647782708104,0.0033689625700822927,0.3157894736842105,60,5,22,9,5.0,192.0,291.0,245.0,390.0,75.0,334.0,383.0,426.0,20,4.04,15.25,149,30.1,20.97986577181208,470,94.95,20.77659574468085
person,person,,,,True,False,False,3,3,3.0,35,7.89404761904762,0.4030944625407166,0.09149159016696444,0.005215203210185041,0.008322041959228872,30.130297089428435,32.48571428571429,0.06463355470127956,0.06477871751733846,0.5109243697478991,304,4,68,22,11.666666666666666,55.0,46.0,114.0,59.0,99.0,81.0,69.0,75.0,35,7.07,32.48571428571429,243,49.09,26.765432098765434,474,95.76,20.647679324894515
person,person,,,,True,False,False,2,2,2.0,17,5.366666666666666,0.339041095890411,0.07913879932851928,0.0006307632443662835,0.007198949319241292,18.717391304347824,19.470588235294116,0.006601941391208401,0.006002448459239818,0.6176470588235294,84,4,31,11,8.5,235.0,181.0,373.0,329.0,354.0,109.0,369.0,376.0,17,3.43,19.470588235294116,95,19.19,22.54736842105263,408,82.42,21.86764705882353
person,person,,,,True,False,False,4,4,4.0,21,4.000432900432901,0.36666666666666664,0.07784038789149521,0.004583813659805891,0.005736290500123159,17.843090574613136,18.523809523809526,0.009706189827494955,0.005542293298821405,0.38095238095238093,80,4,32,11,5.25,180.0,299.0,254.0,358.0,122.0,139.0,337.0,384.0,21,4.24,18.523809523809526,160,32.32,25.075,449,90.71,21.307349665924278
person,person,,,,True,False,False,2,2,2.0,18,4.383333333333334,0.37757437070938216,0.09055016082562237,0.0007377509417292923,0.0038592664350240147,27.65779467680608,29.38888888888889,0.028439014436175615,0.02360244896042159,0.5490196078431373,84,4,50,15,9.0,218.0,255.0,211.0,78.0,340.0,238.0,172.0,210.0,18,3.64,29.38888888888889,195,39.39,26.97948717948718,456,92.12,20.910087719298247
person,person,,,,False,True,False,6,6,5.0,28,3.8468614718614713,0.42235494880546076,0.07268188826077379,0.01611474723972213,0.001210689894900421,21.56836873446805,23.035714285714285,0.02697731322771278,0.014545998872031021,0.25925925925925924,98,4,45,14,4.666666666666667,90.0,310.0,57.0,436.0,23.0,402.0,184.0,276.0,28,5.66,23.035714285714285,294,59.39,23.70408163265306,486,98.18,20.382716049382715
person,person,,,,False,False,False,2,2,2.0,2,0.7666666666666666,0.3018292682926829,0.06072253685265073,0.0,0.0,10.130434782608697,27.5,0.00201587114335392,0.000525949229184056,1.0,1,5,2,2,1.0,493.0,493.0,469.0,489.0,465.0,469.0,453.0,491.0,2,0.4,27.5,51,10.3,25.568627450980394,297,60.0,24.225589225589225
person,person,,,,True,False,False,2,2,2.0,9,2.533333333333333,0.3413793103448276,0.07515752714021813,0.0004253361896448092,0.003967454014380772,19.77631578947368,21.11111111111111,0.007219636841081873,0.005103508537635956,0.6111111111111112,22,4,14,7,4.5,407.0,418.0,356.0,400.0,390.0,233.0,366.0,392.0,9,1.82,21.11111111111111,115,23.23,26.08695652173913,406,82.02,21.874384236453203
person,person,,,,False,False,False,3,3,3.0,25,4.898015873015873,0.4156171284634761,0.08907684002159437,0.004495895270214259,0.005266003801766285,25.80215506764968,28.96,0.0366883659280849,0.021902193152786454,0.3566666666666667,107,4,44,13,8.333333333333334,128.0,218.0,69.0,109.0,124.0,158.0,119.0,224.0,25,5.05,28.96,278,56.16,24.928057553956833,486,98.18,20.34156378600823
person,person,,,,True,False,False,7,7,7.0,55,6.930636030636027,0.45918367346938777,0.07431112089693769,0.03087285616648413,0.0022235172235172238,27.731831205626065,27.98181818181818,0.06828407058483013,0.03618502179176131,0.22424242424242424,333,4,55,15,7.857142857142857,11.0,83.0,7.0,416.0,2.0,339.0,65.0,142.0,55,11.11,27.98181818181818,359,72.53,23.4066852367688,488,98.59,20.237704918032787
person,person,,,,True,True,False,2,2,1.0,11,3.5000000000000004,0.3335579514824798,0.08941608586352755,0.002139567606495232,0.007978959861550953,13.166666666666666,13.545454545454545,0.004265795402379408,0.006318225393088329,0.45454545454545453,25,5,20,9,5.5,371.0,344.0,385.0,101.0,202.0,92.0,410.0,372.0,11,2.22,13.545454545454545,83,16.77,25.265060240963855,406,82.02,22.29064039408867
person,person,,,,True,False,False,2,2,2.0,15,3.8027777777777785,0.38461538461538464,0.08813971777484307,0.002410972154732778,0.003825961340376751,22.84075967859751,27.6,0.0184971263342726,0.014499879375540493,0.49523809523809526,52,4,25,9,7.5,290.0,320.0,185.0,131.0,190.0,243.0,244.0,277.0,15,3.03,27.6,210,42.42,26.49047619047619,468,94.55,20.865384615384617
person,person,,,,True,False,False,4,4,4.0,17,6.1,0.32978014656895405,0.07543431880524215,0.0001250183859225419,0.0006182251796286885,21.267759562841533,22.176470588235293,0.00859286840487598,0.08920653353832088,0.9044117647058824,123,6,59,16,4.25,235.0,122.0,397.0,394.0,443.0,430.0,353.0,33.0,17,3.43,22.176470588235293,80,16.16,25.25,389,78.59,22.336760925449873
person,person,,,,True,False,False,8,8,8.0,46,6.9206931956931905,0.42562338779019776,0.07338225483655765,0.01939979255580498,0.0007183849289112447,23.657462626421413,26.282608695652176,0.04831467406668131,0.07623657354379837,0.2956521739130435,306,5,60,16,5.75,27.0,85.0,51.0,426.0,12.0,428.0,93.0,50.0,46,9.29,26.282608695652176,289,58.38,25.044982698961938,483,97.58,20.387163561076605
person,person,,,,True,False,False,4,4,4.0,26,7.519047619047621,0.36995515695067266,0.07913669064748201,0.0027040653129489383,0.00817401299696641,20.862571247625077,22.346153846153847,0.018077917279917893,0.09605527965740937,0.5323076923076923,173,5,60,16,6.5,110.0,53.0,241.0,330.0,178.0,84.0,249.0,25.0,26,5.25,22.346153846153847,156,31.52,27.78846153846154,461,93.13,21.082429501084597
person,person,,,,False,False,False,2,2,2.0,19,4.719047619047619,0.40375203915171287,0.09087404306878888,0.0022300136331438463,0.011331384891990962,26.471241170534814,32.36842105263158,0.03470580934343542,0.023269894024071067,0.47368421052631576,81,4,39,13,9.5,204.0,227.0,113.0,74.0,198.0,36.0,128.0,214.0,19,3.84,32.36842105263158,254,51.31,26.937007874015748,481,97.17,20.48024948024948
person,person,,,,False,True,False,2,2,,9,2.4261904761904765,0.3605243991260015,0.08824840291190014,0.00029468296873675774,0.0013217009002802148,22.710500490677134,25.333333333333332,0.014325071087778956,0.01222989293283957,0.4722222222222222,17,5,20,9,4.5,407.0,424.0,287.0,126.0,413.0,394.0,278.0,305.0,9,1.82,25.333333333333332,146,29.49,29.075342465753426,453,91.52,21.32450331125828
person,person,,,,False,False,False,2,2,2.0,7,2.033333333333333,0.29411764705882354,0.06528476908535379,0.0011139784310400037,0.0019547420504358298,8.278688524590164,9.285714285714286,0.0013164753116121767,0.0008909803039040726,0.5238095238095238,11,5,7,5,3.5,446.0,448.0,481.0,484.0,296.0,358.0,476.0,486.0,7,1.41,9.285714285714286,36,7.27,22.083333333333332,272,54.95,23.783088235294116
person,person,,,,False,False,False,2,2,2.0,4,1.0416666666666665,0.3034947884733292,0.06600586718819448,0.0017475711238870728,0.0022176978317329193,8.88,11.5,0.0008284601279834018,0.00035653545394400717,0.3333333333333333,2,5,5,4,2.0,480.0,486.0,467.0,481.0,232.0,340.0,489.0,493.0,4,0.81,11.5,42,8.48,17.19047619047619,307,62.02,22.566775244299674
person,person,,,,False,False,False,2,2,2.0,22,5.861111111111111,0.4021121039805037,0.09500351864883885,0.0011489840507529548,0.01064470089474756,29.763981042654027,31.90909090909091,0.036749529052324516,0.031488617620751405,0.5974025974025974,138,4,53,15,11.0,162.0,144.0,116.0,14.0,294.0,43.0,116.0,158.0,22,4.44,31.90909090909091,248,50.1,25.08467741935484,479,96.77,20.505219206680586
person,person,,,,False,False,False,2,2,2.0,5,0.9916666666666667,0.3402061855670103,0.0730591360818656,9.690945878531148e-05,0.0005663342505447769,34.680672268907564,37.6,0.012781949566987125,0.007009871467192357,0.6,6,5,7,5,2.5,466.0,491.0,363.0,429.0,448.0,431.0,302.0,361.0,5,1.01,37.6,120,24.24,28.541666666666668,401,81.01,22.184538653366584
person,person,,,,False,False,False,2,2,2.0,5,1.6666666666666665,0.25943396226415094,0.06763989159397844,0.00034352237501310544,0.002351362973372543,6.400000000000001,6.4,0.00016965194307854027,0.0002437712635830844,0.4,4,5,6,4,2.5,466.0,465.0,495.0,477.0,403.0,331.0,494.0,494.0,5,1.01,6.4,20,4.04,11.0,113,22.83,20.920353982300885
person,person,,,,False,False,False,3,3,3.0,30,6.161507936507936,0.4184277261200338,0.09124143651500721,0.002155794028462031,0.003484110016821396,38.370966703162225,39.233333333333334,0.09047071342817929,0.06339242953410655,0.5333333333333333,232,4,66,19,10.0,76.0,117.0,63.0,63.0,201.0,261.0,38.0,81.0,30,6.06,39.233333333333334,283,57.17,25.37102473498233,484,97.78,20.386363636363637
person,person,,,,False,False,False,3,3,3.0,10,2.475,0.3568853640951694,0.07340129749768302,0.005011050136277563,0.00480295532927112,16.35353535353535,23.6,0.011733641973198988,0.007464344797662715,0.6444444444444445,29,4,15,8,3.3333333333333335,392.0,422.0,298.0,425.0,107.0,186.0,319.0,353.0,10,2.02,23.6,141,28.48,27.74468085106383,442,89.29,21.260180995475114
person,person,,,,True,False,False,3,3,3.0,25,5.846825396825397,0.3876272513703994,0.0872272313430644,0.0032132337462319307,0.004986913671124194,20.933215691597663,23.4,0.02467917161512112,0.016982605135208016,0.43666666666666665,131,4,41,13,8.333333333333334,128.0,148.0,170.0,148.0,162.0,173.0,194.0,259.0,25,5.05,23.4,207,41.82,25.3768115942029,471,95.15,20.583864118895967
person,person,,,,True,False,False,2,2,2.0,5,1.876190476190476,0.31112507856693905,0.05881188118811878,0.000418397571251134,0.00041046672625619994,10.766497461928935,18.2,0.004527334245319076,0.0017215301836478554,0.8,8,5,5,4,2.5,466.0,456.0,452.0,493.0,393.0,449.0,406.0,468.0,5,1.01,18.2,60,12.12,28.466666666666665,326,65.86,23.96319018404908
person,person,,,,False,False,False,2,2,2.0,9,2.2694444444444444,0.3395061728395062,0.07458188940786499,0.001303798868990456,0.0038511913392296157,16.6891064871481,22.22222222222222,0.0061556990426965335,0.0026781156983458347,0.5,18,5,13,7,4.5,407.0,439.0,368.0,410.0,274.0,239.0,373.0,437.0,9,1.82,22.22222222222222,104,21.01,25.115384615384617,411,83.03,22.226277372262775
person,person,,,,False,False,False,3,3,3.0,14,3.5956349206349207,0.3548387096774194,0.07823200927194184,0.004611788780075414,0.00481363665574192,14.470146782915794,16.571428571428573,0.0033467603070766907,0.0022658582806465394,0.4175824175824176,38,5,21,9,4.666666666666667,309.0,337.0,311.0,344.0,120.0,185.0,425.0,455.0,14,2.83,16.571428571428573,122,24.65,19.327868852459016,450,90.91,21.04222222222222
person,person,,,,False,False,False,2,2,2.0,12,4.3011904761904765,0.3626373626373626,0.07993970877183539,0.00022243844236608657,0.001432104793655523,20.5339053418212,25.583333333333332,0.014483883963846377,0.014055184358515303,0.7424242424242424,49,4,24,9,6.0,347.0,268.0,272.0,311.0,424.0,385.0,273.0,284.0,12,2.42,25.583333333333332,147,29.7,29.285714285714285,456,92.12,21.223684210526315
person,person,,,,True,False,False,4,4,4.0,26,5.840873015873018,0.3979099678456592,0.08300726662940186,0.0026632327513009396,0.003506497047166904,23.493375908689437,27.692307692307693,0.03670157082913575,0.024476621552037104,0.4,130,4,51,15,6.5,110.0,150.0,128.0,242.0,180.0,259.0,118.0,199.0,26,5.25,27.692307692307693,237,47.88,26.548523206751057,473,95.56,20.701902748414376
person,person,,,,False,False,True,2,2,2.0,21,5.076190476190476,0.4067378800328677,0.09116301912274777,0.001701733775326111,0.0053193259345878634,33.53212945590995,35.857142857142854,0.04420816983309147,0.04194506742070147,0.5952380952380952,125,4,49,14,10.5,180.0,202.0,97.0,67.0,238.0,154.0,101.0,130.0,21,4.24,35.857142857142854,257,51.92,25.85603112840467,485,97.98,20.352577319587628
person,person,,,,True,False,False,3,3,3.0,31,6.5202380952380965,0.40408163265306124,0.08843207255598465,0.0023490090522547548,0.00675157762079612,33.990749193597466,34.516129032258064,0.06317114984158485,0.05609903983513286,0.46236559139784944,215,4,55,15,10.333333333333334,68.0,98.0,109.0,121.0,193.0,117.0,71.0,107.0,31,6.26,34.516129032258064,255,51.52,25.650980392156864,469,94.75,20.763326226012794
person,person,,,,True,False,False,3,3,3.0,34,7.298015873015873,0.3979099678456592,0.08778645132876764,0.0018652806692831224,0.0044608633974428154,31.931379479093035,33.1764705882353,0.0709209585257414,0.09484698541853805,0.44563279857397503,250,4,55,15,11.333333333333334,58.0,59.0,128.0,138.0,221.0,206.0,64.0,26.0,34,6.87,33.1764705882353,227,45.86,26.6784140969163,475,95.96,20.64
person,person,,,,False,False,False,3,3,3.0,31,7.220634920634922,0.4152684563758389,0.09241971620612398,0.004574117275842381,0.007196625584420853,28.57474170147285,29.967741935483872,0.03881551333771718,0.05098834859517891,0.41935483870967744,195,5,54,15,10.333333333333334,68.0,66.0,70.0,46.0,123.0,110.0,113.0,115.0,31,6.26,29.967741935483872,282,56.97,24.95744680851064,476,96.16,20.644957983193276
