node_type,org_cat,corp_cat,corp_sub,rank,banker,PPG_director,PPG_member,bipartite_degree,ppg_bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
person,person,,,,False,False,False,2,2,2.0,9,2.4499999999999997,0.34591194968553457,0.08119412777823343,0.00013093459557681899,0.0004951239094289026,24.448979591836736,25.77777777777778,0.01202158634462921,0.013990560702766594,0.5277777777777778,19,5,20,9,4.5,407.0,423.0,340.0,274.0,441.0,436.0,314.0,287.0,9,1.82,25.77777777777778,132,26.67,32.803030303030305,411,83.03,22.389294403892944
person,person,,,,True,False,False,2,2,2.0,25,7.433333333333333,0.35611510791366907,0.08817766165904639,0.0007429281087480157,0.006235410263750342,24.652466367713007,24.88,0.016756479913000343,0.035459454656203336,0.61,183,5,51,15,12.5,128.0,57.0,306.0,127.0,338.0,124.0,257.0,144.0,25,5.05,24.88,141,28.48,26.092198581560282,427,86.26,21.64871194379391
person,person,,,,False,False,False,2,2,2.0,6,1.5178571428571428,0.31589023611997447,0.071380503749279,0.0001525751306676253,0.0016374658479921627,11.913725490196079,14.833333333333334,0.0022025723527151907,0.0011726172441429723,0.6,9,5,8,5,3.0,461.0,471.0,442.0,452.0,434.0,375.0,445.0,477.0,6,1.21,14.833333333333334,48,9.7,21.3125,362,73.13,22.917127071823206
person,person,,,,False,False,False,2,2,2.0,15,4.127777777777778,0.3618421052631579,0.08924547011628955,0.001465955477912356,0.0070419641791252645,20.441453566621803,22.866666666666667,0.012769377816333916,0.022505146495688185,0.5523809523809524,58,5,29,11,7.5,290.0,287.0,277.0,105.0,259.0,114.0,303.0,221.0,15,3.03,22.866666666666667,149,30.1,27.83221476510067,449,90.71,21.416481069042316
person,person,,,,True,False,False,3,3,3.0,20,4.326190476190477,0.37218045112781956,0.08326441357462258,0.004833743988225201,0.011409568430179397,20.10842047330765,21.75,0.01624060240075959,0.011162360492240368,0.4789473684210526,91,4,40,13,6.666666666666667,192.0,262.0,234.0,236.0,113.0,35.0,261.0,314.0,20,4.04,21.75,179,36.16,26.162011173184357,451,91.11,21.188470066518846
person,person,,,,True,False,False,2,2,2.0,18,4.958333333333334,0.36830357142857145,0.08514664143803213,0.001111436823786809,0.008992477780356558,23.255462184873945,24.944444444444443,0.016127236560727447,0.013596373548645235,0.673202614379085,103,5,46,14,9.0,218.0,210.0,249.0,191.0,297.0,69.0,264.0,291.0,18,3.64,24.944444444444443,157,31.72,25.745222929936304,462,93.33,20.9978354978355
person,person,,,,False,False,False,2,2,2.0,22,5.225,0.3733031674208145,0.08391015680180818,0.005865603845682544,0.011798512156832072,22.47049441786284,25.09090909090909,0.020803532365469796,0.027708989268474836,0.4805194805194805,111,5,41,13,11.0,162.0,188.0,230.0,216.0,91.0,30.0,223.0,174.0,22,4.44,25.09090909090909,197,39.8,26.401015228426395,436,88.08,21.573394495412845
person,person,,,,False,False,False,4,4,4.0,20,6.307936507936509,0.35081502480510274,0.0785016493275818,0.001526049447340149,0.003650043913201808,21.26698540513337,22.7,0.015854028946961068,0.02528323628393832,0.5473684210526316,104,5,41,13,5.0,192.0,104.0,325.0,341.0,254.0,254.0,267.0,191.0,20,4.04,22.7,137,27.68,27.67153284671533,413,83.43,22.050847457627118
person,person,,,,True,False,False,3,3,3.0,28,5.931746031746032,0.3937947494033413,0.07858390220669947,0.006149410653691507,0.0042518165595088675,24.917179555793417,28.428571428571427,0.031518676410954787,0.06944638491328912,0.5317460317460317,201,5,60,16,9.333333333333334,90.0,137.0,146.0,339.0,84.0,218.0,153.0,63.0,28,5.66,28.428571428571427,223,45.05,26.690582959641254,473,95.56,20.67864693446089
person,person,,,,True,False,False,3,3,3.0,22,4.490873015873016,0.3944223107569721,0.08306298243651415,0.004393295651972693,0.009001829345805543,23.799416806574175,26.727272727272727,0.021362586870444927,0.013768023798957243,0.4675324675324675,108,5,46,14,7.333333333333333,162.0,248.0,145.0,240.0,127.0,66.0,216.0,290.0,22,4.44,26.727272727272727,227,45.86,25.497797356828194,477,96.36,20.61844863731656
person,person,,,,True,False,False,3,3,3.0,13,3.683333333333333,0.33468559837728196,0.07961505984532696,0.00332940548723149,0.009000908554950999,12.02262443438914,12.615384615384615,0.0026295227031743248,0.0054233755169055394,0.4230769230769231,33,5,16,8,4.333333333333333,332.0,333.0,383.0,323.0,159.0,67.0,439.0,388.0,13,2.63,12.615384615384615,94,18.99,20.72340425531915,395,79.8,22.22025316455696
person,person,,,,True,False,False,2,2,2.0,8,3.033333333333333,0.3160919540229885,0.0819706064996895,0.00022938325219450743,0.002535863109073498,13.857142857142858,14.125,0.0020459434758762934,0.005874151806134794,0.8214285714285714,23,5,15,8,4.0,432.0,389.0,441.0,255.0,422.0,318.0,448.0,378.0,8,1.62,14.125,66,13.33,22.333333333333332,344,69.49,23.59011627906977
person,person,,,,False,False,False,2,2,2.0,11,4.283333333333333,0.32630191166776534,0.07751735657984027,0.0005389216129457135,0.00042356828456693467,15.470817120622568,16.09090909090909,0.003638300591123517,0.004461324149204324,0.7090909090909091,39,5,18,8,5.5,371.0,271.0,416.0,366.0,366.0,446.0,420.0,397.0,11,2.22,16.09090909090909,83,16.77,22.879518072289155,375,75.76,22.75733333333333
person,person,,,,False,False,False,2,2,2.0,14,3.7428571428571438,0.3696788648244959,0.09182821630646508,0.0019602798258516645,0.008028086568756428,22.038167938931288,24.714285714285715,0.016045751077532512,0.016066827084202803,0.5604395604395604,51,5,29,11,7.0,309.0,327.0,242.0,53.0,214.0,89.0,265.0,266.0,14,2.83,24.714285714285715,167,33.74,26.293413173652695,461,93.13,20.98481561822126
person,person,,,,False,False,False,2,2,2.0,5,1.3666666666666665,0.3191489361702128,0.07195290355403736,0.00030189255879622566,0.0027212376494673146,12.073170731707318,13.8,0.0013440391747545268,0.0010977087114263625,0.6,6,5,5,4,2.5,466.0,475.0,436.0,445.0,411.0,311.0,475.0,479.0,5,1.01,13.8,54,10.91,20.462962962962962,371,74.95,22.53099730458221
person,person,,,,True,False,False,2,2,2.0,11,3.0166666666666666,0.32630191166776534,0.0750625521267723,0.0,0.0,18.806629834254142,20.272727272727273,0.004581853228762374,0.00348534703474238,1.0,55,4,29,11,5.5,371.0,390.0,416.0,405.0,465.0,469.0,403.0,420.0,11,2.22,20.272727272727273,76,15.35,23.592105263157894,376,75.96,22.835106382978722
person,person,,,,False,False,False,2,2,2.0,12,3.051190476190477,0.35560344827586204,0.07857018142569165,0.0023490310844126914,0.005361552277881564,14.91221225126804,17.25,0.004243284565607737,0.0038141104669392537,0.4696969696969697,31,5,16,8,6.0,347.0,384.0,307.0,340.0,192.0,151.0,411.0,411.0,12,2.42,17.25,121,24.44,21.636363636363637,456,92.12,21.25219298245614
person,person,,,,True,False,False,3,3,3.0,17,6.679797979797981,0.35056657223796034,0.07537497144887444,0.0013918297110352327,0.0004471162365899208,20.393618629971265,24.058823529411764,0.00963833534031469,0.1008135604336037,0.8897058823529411,121,5,59,16,5.666666666666667,235.0,94.0,326.0,396.0,266.0,445.0,338.0,20.0,17,3.43,24.058823529411764,120,24.24,25.033333333333335,434,87.68,21.695852534562214
person,person,,,,False,False,False,2,2,2.0,3,0.7,0.31190926275992437,0.06032845492123783,0.0,0.0,15.61904761904762,19.333333333333332,0.001998289988410505,0.0010272236104710386,1.0,3,5,3,3,1.5,489.0,494.0,450.0,490.0,465.0,469.0,454.0,481.0,3,0.61,19.333333333333332,52,10.51,25.653846153846153,344,69.49,23.686046511627907
person,person,,,,False,False,False,3,3,3.0,14,5.466666666666668,0.33022014676450967,0.07545731707317073,0.0024411299336675567,0.015222999872122677,13.649390243902435,14.571428571428571,0.0038486687054667284,0.004273572224618277,0.5934065934065934,54,5,18,8,4.666666666666667,309.0,174.0,395.0,393.0,188.0,7.0,416.0,400.0,14,2.83,14.571428571428571,88,17.78,22.727272727272727,384,77.58,22.375
person,person,,,,False,False,False,2,2,2.0,11,2.9833333333333334,0.34494773519163763,0.08496395468589084,0.0020228900504997227,0.008533509637975346,18.709497206703908,19.727272727272727,0.005280911454374156,0.007550391360532613,0.45454545454545453,25,5,21,9,5.5,371.0,393.0,342.0,193.0,210.0,76.0,386.0,350.0,11,2.22,19.727272727272727,123,24.85,23.414634146341463,415,83.84,22.236144578313255
person,person,,,,True,False,False,2,2,2.0,10,3.1666666666666665,0.3097622027534418,0.079967689822294,0.000703196783550657,0.004857306692592148,10.13157894736842,10.3,0.0024937564825203073,0.003695183009607704,0.4666666666666667,21,5,11,6,5.0,392.0,374.0,457.0,310.0,343.0,183.0,440.0,412.0,10,2.02,10.3,52,10.51,24.923076923076923,327,66.06,23.495412844036696
person,person,,,,True,False,False,3,3,3.0,16,3.9555555555555557,0.37386706948640486,0.083139713909806,0.008925957199445389,0.012299588001342392,20.963483146067414,23.75,0.021068226436055507,0.015012630779505811,0.475,57,4,29,11,5.333333333333333,263.0,302.0,228.0,238.0,48.0,24.0,219.0,274.0,16,3.23,23.75,182,36.77,26.824175824175825,458,92.53,20.875545851528383
person,person,,,,False,False,False,2,2,2.0,20,4.5468253968253975,0.4057377049180328,0.0907563025210084,0.001423640449236044,0.0044063019501616,31.249432710769764,35.15,0.0404153518768717,0.025945227790685428,0.5736842105263158,109,4,54,15,10.0,192.0,241.0,100.0,76.0,264.0,211.0,110.0,183.0,20,4.04,35.15,256,51.72,25.5859375,484,97.78,20.394628099173552
person,person,,,,False,False,False,5,5,5.0,28,4.272799422799422,0.3998384491114701,0.07286287305423005,0.007534156558094004,0.0029888921994185146,24.353117981797006,27.25,0.03796490623658884,0.014422685419902999,0.3306878306878307,125,4,46,14,5.6,90.0,275.0,120.0,432.0,67.0,297.0,114.0,278.0,28,5.66,27.25,238,48.08,25.445378151260503,476,96.16,20.581932773109244
person,person,,,,False,False,False,2,2,2.0,5,2.333333333333333,0.29891304347826086,0.07783630788584008,0.0,0.0,9.857142857142858,11.8,0.003003072058258524,0.005020997160441803,1.0,10,5,7,5,2.5,466.0,431.0,475.0,359.0,465.0,469.0,431.0,394.0,5,1.01,11.8,39,7.88,31.871794871794872,293,59.19,24.853242320819113
person,person,,,,True,False,False,3,3,3.0,13,2.992857142857143,0.3306613226452906,0.07913669064748201,0.0024091516208766487,0.002528964512770181,13.081145584725537,13.692307692307692,0.0034670888410273737,0.003642942112985651,0.41025641025641024,32,5,13,7,4.333333333333333,332.0,392.0,393.0,330.0,191.0,319.0,424.0,414.0,13,2.63,13.692307692307692,87,17.58,21.057471264367816,388,78.38,22.13917525773196
person,person,,,,True,False,False,4,4,4.0,20,3.4702380952380953,0.3972712680577849,0.08244961412470157,0.004131892133636618,0.002018264386685439,22.84493996569468,24.35,0.022012263861590668,0.016719727879977418,0.3684210526315789,70,4,42,13,5.0,192.0,346.0,131.0,248.0,134.0,351.0,213.0,263.0,20,4.04,24.35,237,47.88,26.130801687763714,477,96.36,20.47379454926625
person,person,,,,False,False,False,2,2,2.0,18,4.0357142857142865,0.3950518754988029,0.09019405387348539,0.0010199905819709327,0.0035419963152756697,32.25250737463127,33.333333333333336,0.03433553627661631,0.02992188594447449,0.49673202614379086,76,5,46,14,9.0,218.0,293.0,139.0,87.0,309.0,257.0,131.0,166.0,18,3.64,33.333333333333336,239,48.28,26.476987447698743,471,95.15,20.772823779193207
person,person,,,,True,False,True,4,4,4.0,29,7.454834054834057,0.4074074074074074,0.080113075424977,0.003942671755499762,0.00495600903955707,25.849957415508488,31.482758620689655,0.048859967821445124,0.12377324599732326,0.5024630541871922,204,4,52,15,7.25,87.0,56.0,95.0,304.0,138.0,177.0,91.0,14.0,29,5.86,31.482758620689655,257,51.92,25.626459143968873,479,96.77,20.521920668058456
person,person,,,,True,False,False,5,5,5.0,28,4.120213120213119,0.39823008849557523,0.07542090962187968,0.013359782763394274,0.001869027658501343,16.303432878040905,17.571428571428573,0.016219884797257236,0.008301790881186329,0.21428571428571427,81,5,31,11,5.6,90.0,288.0,126.0,395.0,30.0,365.0,262.0,342.0,28,5.66,17.571428571428573,234,47.27,23.444444444444443,476,96.16,20.558823529411764
person,person,,,,True,False,False,2,2,2.0,15,4.025,0.3733031674208145,0.0872272313430644,0.0007336592818213047,0.003940027129819793,21.64182194616977,24.733333333333334,0.01875123814891034,0.013950176370379415,0.5428571428571428,57,4,30,11,7.5,290.0,294.0,230.0,148.0,341.0,234.0,238.0,288.0,15,3.03,24.733333333333334,183,36.97,28.39344262295082,456,92.12,20.94736842105263
person,person,,,,False,False,False,2,2,2.0,26,5.877380952380952,0.4097682119205298,0.09265036186673323,0.0005926901475903048,0.003235341656394289,38.373101073526435,42.42307692307692,0.08535623547803198,0.058818860125219155,0.6646153846153846,216,4,66,19,13.0,110.0,142.0,87.0,40.0,358.0,279.0,45.0,99.0,26,5.25,42.42307692307692,261,52.73,26.24137931034483,485,97.98,20.362886597938143
person,person,,,,False,False,False,2,2,2.0,15,3.9178571428571436,0.3761398176291793,0.08645533141210374,0.008198655934727133,0.008976140318920344,21.547250075964747,25.8,0.018650228187550175,0.012348670633543633,0.4666666666666667,49,5,25,9,7.5,290.0,305.0,215.0,163.0,55.0,70.0,240.0,302.0,15,3.03,25.8,198,40.0,26.434343434343436,452,91.31,21.02212389380531
person,person,,,,True,False,False,3,3,3.0,11,2.8984126984126983,0.339273474982865,0.06850247139387537,0.0002806651479887491,0.0013298527333615053,17.79709748083242,20.545454545454547,0.0065396039724509,0.0036345832595974063,0.6,33,4,16,8,3.6666666666666665,371.0,401.0,370.0,472.0,415.0,391.0,370.0,415.0,11,2.22,20.545454545454547,106,21.41,26.09433962264151,404,81.62,22.155940594059405
person,person,,,,False,False,False,3,3,3.0,25,5.723015873015874,0.38854003139717425,0.08699982424277931,0.005528572558017248,0.003990803563862084,24.385799473027316,27.12,0.027053183288975987,0.030046547345227367,0.39666666666666667,119,4,48,14,8.333333333333334,128.0,160.0,165.0,153.0,94.0,232.0,182.0,164.0,25,5.05,27.12,216,43.64,26.962962962962962,465,93.94,20.926881720430107
person,person,,,,True,False,False,3,3,3.0,17,4.1909090909090905,0.35056657223796034,0.07447902299571182,0.0013918297110352327,0.00038631933368775477,21.897324656543752,24.058823529411764,0.00963833534031469,0.05897820390892069,0.8897058823529411,121,5,59,16,5.666666666666667,235.0,281.0,326.0,411.0,266.0,452.0,338.0,97.0,17,3.43,24.058823529411764,120,24.24,25.033333333333335,434,87.68,21.695852534562214
person,person,,,,True,False,False,5,5,5.0,34,5.8111832611832615,0.40441176470588236,0.07577690462825944,0.016987300417868126,0.0029765556081345563,19.935382342351293,21.235294117647058,0.021349907500079524,0.011182368131549162,0.29590017825311943,166,4,46,14,6.8,58.0,152.0,108.0,391.0,19.0,300.0,217.0,313.0,34,6.87,21.235294117647058,236,47.68,23.423728813559322,486,98.18,20.343621399176953
person,person,,,,True,False,False,2,2,2.0,36,8.727380952380953,0.4263565891472868,0.09786799354137146,0.005109257631088052,0.013121613744711508,34.04624198608647,36.97222222222222,0.08491064659595621,0.0821869466111031,0.5396825396825397,340,4,68,22,18.0,52.0,14.0,49.0,3.0,105.0,14.0,46.0,44.0,36,7.27,36.97222222222222,298,60.2,24.640939597315437,485,97.98,20.35463917525773
person,person,,,,False,True,False,2,2,1.0,15,3.426190476190476,0.3873239436619718,0.08489109929686162,0.0011667929097661826,0.004491582291852198,27.289784572619872,30.733333333333334,0.02334843436821493,0.01954345538906572,0.49523809523809526,52,4,34,12,7.5,290.0,350.0,173.0,195.0,293.0,203.0,201.0,242.0,15,3.03,30.733333333333334,211,42.63,27.364928909952607,476,96.16,20.636554621848738
person,person,,,,True,False,False,2,2,2.0,15,4.616666666666667,0.3404401650618982,0.08701894200202166,0.002119914960083643,0.010012527636172108,13.26353790613718,13.533333333333333,0.004296787148419955,0.006456671684595062,0.4666666666666667,49,5,22,9,7.5,290.0,233.0,362.0,152.0,203.0,49.0,409.0,370.0,15,3.03,13.533333333333333,92,18.59,23.065217391304348,420,84.85,21.94047619047619
person,person,,,,True,False,False,2,2,2.0,27,6.8166666666666655,0.4101077050538525,0.0958775865965071,0.0006775576500734942,0.012094173178702686,38.62224938875307,41.407407407407405,0.09077508008317746,0.0742865485144294,0.7606837606837606,267,4,69,22,13.5,101.0,89.0,86.0,8.0,347.0,27.0,37.0,54.0,27,5.45,41.407407407407405,269,54.34,25.773234200743495,477,96.36,20.58909853249476
person,person,,,,True,False,False,5,5,5.0,53,8.115981240981244,0.44918330308529947,0.08337193144974504,0.017240420285287165,0.0024735241720887655,33.9743704856095,35.0,0.11810020780558733,0.08815479045484136,0.330188679245283,455,4,64,18,10.6,15.0,36.0,18.0,233.0,18.0,325.0,17.0,37.0,53,10.71,35.0,334,67.47,24.035928143712574,491,99.19,20.134419551934826
person,person,,,,False,False,True,3,3,3.0,23,4.725396825396826,0.40145985401459855,0.08873087954110899,0.011483789011795469,0.012290362209390556,22.64276116896204,26.47826086956522,0.031224267804384156,0.017692731708252658,0.32806324110671936,83,4,39,13,7.666666666666667,148.0,226.0,117.0,119.0,39.0,25.0,156.0,253.0,23,4.65,26.47826086956522,245,49.49,24.959183673469386,479,96.77,20.48643006263048
person,person,,,,True,False,False,2,2,2.0,20,6.125,0.3584359160028964,0.08372801082543976,0.000833621380291641,0.011868779107768193,21.557823129251698,23.25,0.014282753101200502,0.01278243827901492,0.6421052631578947,122,5,45,14,10.0,192.0,121.0,294.0,220.0,329.0,29.0,279.0,297.0,20,4.04,23.25,128,25.86,26.5234375,452,91.31,21.256637168141594
person,person,,,,True,False,False,2,2,2.0,22,6.167857142857142,0.3988718775181305,0.08519500189322225,0.0022265237813657015,0.0047129706243618655,24.864118895966033,30.363636363636363,0.03375982936855839,0.02255496223995226,0.5627705627705628,130,4,47,14,11.0,162.0,115.0,124.0,188.0,199.0,187.0,135.0,219.0,22,4.44,30.363636363636363,235,47.47,26.574468085106382,482,97.37,20.46473029045643
person,person,,,,True,False,False,2,2,2.0,20,5.0249999999999995,0.38223938223938225,0.088147565554187,0.0013037010516213485,0.005118215118215117,27.406301824212274,30.2,0.03431020962291744,0.031630788717352365,0.5631578947368421,107,4,53,15,10.0,192.0,206.0,193.0,130.0,275.0,167.0,132.0,157.0,20,4.04,30.2,201,40.61,28.592039800995025,464,93.74,20.89008620689655
person,person,,,,False,False,True,2,2,2.0,15,4.016666666666667,0.3669384729429207,0.08798826823090254,0.0009835017841097577,0.004555525695876575,23.07053941908714,24.266666666666666,0.014470110882062756,0.013174114550374132,0.7523809523809524,79,4,40,13,7.5,290.0,295.0,253.0,133.0,311.0,201.0,275.0,296.0,15,3.03,24.266666666666666,157,31.72,26.46496815286624,459,92.73,21.04139433551198
person,person,,,,False,False,True,3,3,3.0,18,3.178968253968254,0.3876272513703994,0.07812705510982507,0.003750071648990943,0.0016783995731364154,24.786917987766813,27.166666666666668,0.021788281018454106,0.011646658431250121,0.3464052287581699,53,4,39,13,6.0,218.0,372.0,170.0,347.0,140.0,373.0,214.0,310.0,18,3.64,27.166666666666668,214,43.23,25.934579439252335,471,95.15,20.662420382165607
person,person,,,,True,False,True,2,2,2.0,16,4.002777777777779,0.36026200873362446,0.08126744376949596,0.0014511083715382375,0.008834357593405558,20.9500346981263,24.5,0.011008046201109251,0.00653832202575893,0.6,72,4,32,11,8.0,263.0,298.0,288.0,273.0,261.0,72.0,327.0,369.0,16,3.23,24.5,142,28.69,25.56338028169014,448,90.51,21.377232142857142
person,person,,,,False,False,False,2,2,2.0,17,4.366666666666667,0.3473684210526316,0.08413216398123599,0.0018140397179697782,0.007154543457829956,24.141221374045802,24.88235294117647,0.013814179964557294,0.02363030253129812,0.5588235294117647,76,5,41,13,8.5,235.0,259.0,336.0,210.0,227.0,111.0,289.0,209.0,17,3.43,24.88235294117647,132,26.67,26.810606060606062,409,82.63,22.141809290953546
person,person,,,,True,False,False,2,2,2.0,13,3.427777777777778,0.3291223404255319,0.07416841474378183,0.0006317110782920878,0.0025210034221198508,17.416531604538086,19.846153846153847,0.005741788079214586,0.003868559574027134,0.5641025641025641,44,5,21,9,6.5,332.0,349.0,399.0,421.0,353.0,320.0,379.0,409.0,13,2.63,19.846153846153847,91,18.38,23.45054945054945,373,75.35,22.01608579088472
person,person,,,,False,False,False,2,2,2.0,18,3.605555555555556,0.3953674121405751,0.08357956943858168,0.0010946892244145315,0.003261235191059753,31.667180277349768,36.611111111111114,0.03491391784341381,0.026404106898413028,0.6078431372549019,93,4,51,15,9.0,218.0,335.0,138.0,222.0,299.0,277.0,126.0,179.0,18,3.64,36.611111111111114,241,48.69,26.518672199170126,469,94.75,20.791044776119403
person,person,,,,True,False,False,2,2,2.0,12,3.1,0.3629032258064516,0.08040717979261987,0.0013556025312088367,0.003801338362741871,19.467741935483865,23.5,0.012385931924970527,0.00863074791669422,0.696969696969697,46,5,29,11,6.0,347.0,381.0,269.0,296.0,270.0,247.0,310.0,341.0,12,2.42,23.5,153,30.91,28.052287581699346,452,91.31,21.216814159292035
person,person,,,,False,False,False,2,2,2.0,12,3.0511904761904765,0.3515625,0.07708679401993355,0.002896186580594359,0.005212518571002194,14.28404213811939,16.583333333333332,0.003177383350538417,0.00204038209827702,0.5,33,5,17,8,6.0,347.0,385.0,321.0,374.0,173.0,162.0,429.0,457.0,12,2.42,16.583333333333332,110,22.22,19.554545454545455,451,91.11,21.073170731707318
person,person,,,,False,False,False,3,3,3.0,15,5.992857142857143,0.3476123595505618,0.08004290515319996,0.0002499655801894283,0.0008560817774050364,21.219308700834326,24.266666666666666,0.013923078668718178,0.023764963180215336,0.8,84,5,39,13,5.0,290.0,131.0,334.0,307.0,419.0,421.0,286.0,206.0,15,3.03,24.266666666666666,130,26.26,27.776923076923076,412,83.23,22.097087378640776
person,person,,,,True,False,False,5,5,5.0,35,5.1333694083694095,0.41387959866220736,0.07793025635643251,0.01737764936345884,0.002487285294302838,23.504220046803514,25.571428571428573,0.041142655873776565,0.020729175059689423,0.30084033613445377,179,4,47,14,7.0,55.0,194.0,73.0,357.0,17.0,323.0,108.0,231.0,35,7.07,25.571428571428573,265,53.54,24.418867924528303,484,97.78,20.34917355371901
person,person,,,,True,False,False,3,3,3.0,32,6.185714285714287,0.41807432432432434,0.08421231711466486,0.008111050808926056,0.0072113314059087585,26.335642802155494,29.6875,0.05017399070136528,0.07313288832109287,0.35685483870967744,177,4,51,15,10.666666666666666,64.0,112.0,65.0,208.0,56.0,108.0,89.0,57.0,32,6.46,29.6875,276,55.76,25.1268115942029,488,98.59,20.30327868852459
person,person,,,,True,True,False,3,3,2.0,16,3.402380952380952,0.38018433179723504,0.08057514921323929,0.007092309648827214,0.01144845712138069,19.956613016095176,23.125,0.019395766300287096,0.013246649021087737,0.36666666666666664,44,4,26,10,5.333333333333333,263.0,353.0,198.0,291.0,71.0,34.0,234.0,295.0,16,3.23,23.125,200,40.4,26.85,462,93.33,20.956709956709958
person,person,,,,True,True,True,3,3,2.0,31,6.162698412698415,0.4234388366124893,0.08893813259867044,0.008861885672618948,0.008999090873094057,25.36799742433998,28.419354838709676,0.04799879291557963,0.0330726901762722,0.34838709677419355,162,4,47,14,10.333333333333334,68.0,116.0,54.0,111.0,50.0,68.0,94.0,154.0,31,6.26,28.419354838709676,288,58.18,24.614583333333332,492,99.39,20.132113821138212
person,person,,,,True,False,True,6,6,6.0,56,9.126454101454101,0.45918367346938777,0.08745299769442097,0.009806270058231387,0.0016857022120180009,38.754720629869354,36.982142857142854,0.14882136501951843,0.09255956416800457,0.33181818181818185,511,4,67,19,9.333333333333334,10.0,10.0,7.0,141.0,43.0,372.0,6.0,29.0,56,11.31,36.982142857142854,355,71.72,23.529577464788733,491,99.19,20.14867617107943
person,person,,,,False,False,False,2,2,2.0,8,2.517857142857143,0.3463960811756473,0.07863883328567343,0.0002648199511562388,0.001880997018403471,17.574468085106382,20.25,0.0027909057292595523,0.001695673634424787,0.8214285714285714,23,5,15,8,4.0,432.0,420.0,339.0,338.0,416.0,364.0,437.0,471.0,8,1.62,20.25,104,21.01,19.471153846153847,440,88.89,21.272727272727273
person,person,,,,True,False,False,4,4,4.0,22,5.659523809523812,0.3741496598639456,0.08035583837924709,0.0037385510871154938,0.004652063336273864,19.434581405132516,21.59090909090909,0.016877428259947445,0.020430522960311337,0.4588744588744589,106,5,40,13,5.5,162.0,162.0,225.0,298.0,141.0,190.0,255.0,234.0,22,4.44,21.59090909090909,184,37.17,25.054347826086957,452,91.31,21.126106194690266
person,person,,,,False,False,False,2,2,2.0,11,4.227777777777778,0.3333333333333333,0.08474334465146803,0.0007564168886947163,0.002615432886565265,14.198423127463863,16.727272727272727,0.0036040211271630164,0.006553406085683585,0.6727272727272727,37,6,20,9,5.5,371.0,277.0,386.0,200.0,333.0,314.0,422.0,366.0,11,2.22,16.727272727272727,97,19.6,22.917525773195877,391,78.99,22.130434782608695
person,person,,,,True,False,False,4,4,4.0,27,6.267460317460319,0.3919239904988123,0.08048322453193721,0.005118607076184618,0.0038144084635312703,23.09275674306698,25.62962962962963,0.028434060443418716,0.02639890528494915,0.42735042735042733,150,4,50,15,6.75,101.0,106.0,151.0,294.0,104.0,244.0,173.0,180.0,27,5.45,25.62962962962963,224,45.25,26.183035714285715,466,94.14,20.6931330472103
person,person,,,,False,False,False,3,3,3.0,15,3.0361471861471863,0.3864168618266979,0.07809418632168492,0.004362696951854288,0.0030032121579171033,19.468810151850004,22.333333333333332,0.011801484527487752,0.0059970995496122555,0.37142857142857144,39,4,29,11,5.0,290.0,388.0,177.0,351.0,128.0,295.0,318.0,377.0,15,3.03,22.333333333333332,199,40.2,24.537688442211056,485,97.98,20.364948453608246
person,person,,,,False,False,False,2,2,2.0,14,3.792857142857143,0.3282493368700265,0.07006038875259482,0.0035057390749414067,0.005658834343044868,13.169491525423728,14.785714285714286,0.0055301074157073195,0.002650725560072447,0.5274725274725275,48,5,18,8,7.0,309.0,321.0,402.0,458.0,149.0,141.0,382.0,438.0,14,2.83,14.785714285714286,88,17.78,24.204545454545453,372,75.15,22.440860215053764
person,person,,,,False,False,True,4,4,4.0,21,5.000000000000001,0.3861154446177847,0.08399321266968325,0.0014367352459685248,0.005419110815074502,24.01555555555555,26.428571428571427,0.03292385888034901,0.024848365970648666,0.40476190476190477,85,4,42,13,5.25,180.0,207.0,180.0,215.0,263.0,149.0,147.0,194.0,21,4.24,26.428571428571427,205,41.41,28.40487804878049,472,95.35,20.699152542372882
person,person,,,,True,False,False,3,3,3.0,22,4.559523809523809,0.38884524744697563,0.08544795442775764,0.00555889061985073,0.005760383806635801,22.697127937336816,24.681818181818183,0.02458370929975141,0.019747794450646897,0.37662337662337664,87,4,50,15,7.333333333333333,162.0,240.0,161.0,182.0,93.0,136.0,195.0,239.0,22,4.44,24.681818181818183,212,42.83,26.349056603773583,473,95.56,20.560253699788582
person,person,,,,False,False,False,4,4,4.0,17,6.31388888888889,0.3543307086614173,0.08012496256788357,0.000895381861367828,0.0009738766756310612,20.68807743070832,22.941176470588236,0.014467684940269666,0.0241565525694328,0.6691176470588235,91,5,40,13,4.25,235.0,101.0,313.0,302.0,319.0,413.0,276.0,202.0,17,3.43,22.941176470588236,143,28.89,27.097902097902097,424,85.66,21.766509433962263
