node,node_type,org_cat,corp_cat,corp_sub,revenue_or_assets_$M,fortune_500_rank,Unnamed: 7,banker,PPG_director,PPG_member,bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
Schwab / Susan C.,person,,,,,,,False,False,True,3,3.0,22,5.044444444444445,0.36546521374685664,0.09373992188339843,0.008173646500502325,0.009081362569089832,18.551762114537443,19.90909090909091,0.0908296278562027,0.07079172132652142,0.38095238095238093,88,5,38,9,7.333333333333333,32.0,39.0,28.0,42.0,81.0,80.0,37.0,44.0,22,5.05,19.90909090909091,154,35.32,15.266233766233766,377,86.47,11.843501326259947
Schwieters / John T.,person,,,,,,,False,False,False,2,2.0,1,0.25,0.18956521739130436,0.05247953779489649,0.0,0.0,7.0,7.0,1.3593029343556956e-05,2.970116315526751e-05,0.0,0,7,1,1,0.5,435.0,437.0,436.0,436.0,412.0,411.0,436.0,436.0,1,0.23,7.0,7,1.61,5.571428571428571,18,4.13,6.444444444444445
Scott / H. Lee Jr.,person,,,,,,,True,False,False,2,2.0,11,3.366666666666667,0.31988261188554656,0.09150052465897167,0.0025741184608469117,0.006833457101318701,13.698019801980196,14.090909090909092,0.0228476207888833,0.03529727121887059,0.4727272727272727,26,6,26,7,5.5,142.0,129.0,147.0,74.0,274.0,150.0,117.0,86.0,11,2.52,14.090909090909092,84,19.27,16.976190476190474,304,69.72,12.733552631578947
Scott / Samuel C. III,person,,,,,,,True,False,False,2,2.0,16,4.95,0.32200886262924666,0.09129296806839991,0.011325184790076735,0.01900007364891894,13.161616161616159,13.5625,0.0117281416658223,0.012864721568752164,0.4666666666666667,56,6,31,8,8.0,74.0,42.0,139.0,78.0,50.0,2.0,206.0,193.0,16,3.67,13.5625,83,19.04,13.457831325301205,311,71.33,12.565916398713826
Scott / Walter Jr.,person,,,,,,,False,False,False,2,2.0,11,3.5000000000000004,0.2791293213828425,0.08212469391599171,0.0036786849369680116,0.006386633771163986,10.285714285714285,10.363636363636363,0.005310015390612096,0.011532240043113057,0.5636363636363636,31,7,30,8,5.5,142.0,124.0,333.0,240.0,217.0,170.0,292.0,211.0,11,2.52,10.363636363636363,42,9.63,12.166666666666666,197,45.18,14.055837563451776
Seaton / David T.,person,,,,,,,False,False,True,2,2.0,4,1.2499999999999998,0.2564705882352941,0.07383573243014395,0.0,0.0,9.4,9.5,0.0011861664431221423,0.0012965073762919702,1.0,6,8,6,4,2.0,399.0,410.0,394.0,376.0,412.0,411.0,396.0,396.0,4,0.92,9.5,25,5.73,11.36,125,28.67,13.536
Seifert / Kathi P.,person,,,,,,,False,False,False,2,2.0,8,2.3666666666666667,0.31209735146743023,0.08550696214944106,0.003108084959728113,0.003583994918224592,13.38732394366197,14.375,0.021775813571822716,0.02342566635525023,0.5714285714285714,16,7,20,6,4.0,262.0,297.0,183.0,163.0,245.0,298.0,123.0,121.0,8,1.83,14.375,78,17.89,18.397435897435898,288,66.06,13.23263888888889
Shackouls / Bobby S.,person,,,,,,,False,False,False,2,2.0,12,3.783333333333334,0.3353846153846154,0.09189587943935083,0.008023206874854841,0.01307964178644529,12.977973568281936,14.0,0.0255803939020514,0.028393727782709956,0.45454545454545453,30,6,22,7,6.0,115.0,101.0,85.0,70.0,84.0,29.0,109.0,102.0,12,2.75,14.0,101,23.17,17.138613861386137,343,78.67,12.209912536443149
Shapiro / Marc J.,person,,,,,,,False,False,False,2,2.0,12,3.7500000000000004,0.30639494026704145,0.08782059889888547,0.007420660506871301,0.016928953063878715,10.422222222222219,10.75,0.004646495805822249,0.006032488112919375,0.45454545454545453,30,6,20,6,6.0,115.0,104.0,221.0,114.0,91.0,9.0,308.0,289.0,12,2.75,10.75,66,15.14,11.43939393939394,264,60.55,13.083333333333334
Sharer / Kevin W.,person,,,,,,,False,False,True,3,3.0,16,3.8833333333333337,0.3315589353612167,0.08366916138936864,0.007357978020178902,0.005084658975832656,13.472103004291844,14.1875,0.01933452820158552,0.017335709195913086,0.35,42,7,28,7,5.333333333333333,74.0,92.0,100.0,199.0,95.0,221.0,140.0,157.0,16,3.67,14.1875,109,25.0,14.807339449541285,321,73.62,12.461059190031152
Shattuck / Mayo A. III,person,,,,,,,True,False,False,3,3.0,5,1.2,0.2688039457459926,0.07337596768764726,0.007725252614111775,0.005568382332018189,6.791666666666667,7.0,0.003143470258813331,0.00267374229957958,0.2,2,6,6,4,1.6666666666666667,364.0,412.0,371.0,382.0,86.0,204.0,335.0,367.0,5,1.15,7.0,31,7.11,12.387096774193548,154,35.32,13.103896103896103
Shaw / Jane E.,person,,,,,,,False,False,False,2,2.0,5,1.5833333333333333,0.25737898465171194,0.0733883184649049,0.0012072045131535883,0.0026279105969077496,6.7368421052631575,7.0,0.0020112536081755396,0.0030719223526669216,0.4,4,6,7,4,2.5,364.0,380.0,392.0,381.0,357.0,345.0,362.0,350.0,5,1.15,7.0,27,6.19,11.296296296296296,128,29.36,13.5625
Sheares / Bradley T.,person,,,,,,,False,False,False,2,2.0,11,3.3333333333333335,0.3224852071005917,0.08566656842518912,0.005822474749284342,0.010286590540465894,11.700000000000001,12.545454545454545,0.016563196460961962,0.02060633550081546,0.4909090909090909,27,7,23,7,5.5,142.0,137.0,136.0,156.0,124.0,52.0,160.0,136.0,11,2.52,12.545454545454545,81,18.58,15.74074074074074,319,73.17,12.586206896551724
Shepard / Donald J.,person,,,,,,,True,False,False,2,2.0,6,1.65,0.30089717046238784,0.07545863620629976,0.001580880256544373,0.0015886322893599073,12.323232323232325,14.0,0.010586198339457792,0.007531193951297481,0.4666666666666667,7,7,13,5,3.0,336.0,378.0,246.0,355.0,335.0,375.0,221.0,276.0,6,1.38,14.0,59,13.53,16.71186440677966,263,60.32,13.403041825095057
Skates / Ronald L.,person,,,,,,,True,False,False,2,2.0,1,0.3333333333333333,0.1626865671641791,0.04956235080140957,0.0,0.0,3.0,3.0,9.895123174765775e-07,3.549860153648638e-06,0.0,0,8,1,1,0.5,435.0,435.0,437.0,437.0,412.0,411.0,437.0,437.0,1,0.23,3.0,3,0.69,4.333333333333333,9,2.06,5.111111111111111
Skinner / James A.,person,,,,,,,False,False,False,3,3.0,10,2.3,0.3006896551724138,0.07899743318737733,0.0010871996522692257,0.0014765018102569508,12.978260869565219,13.3,0.006359361212138596,0.0058515332983209685,0.5777777777777777,26,6,25,7,3.3333333333333335,181.0,309.0,247.0,305.0,367.0,378.0,274.0,293.0,10,2.29,13.3,66,15.14,13.621212121212121,249,57.11,13.433734939759036
Slater / Rodney E.,person,,,,,,,False,False,False,2,2.0,12,3.8333333333333335,0.30362116991643456,0.08698543592471901,0.002517887454276254,0.007280153792333482,11.130434782608697,11.25,0.009060421029053285,0.013386455296288615,0.48484848484848486,32,7,24,7,6.0,115.0,98.0,233.0,125.0,278.0,131.0,233.0,189.0,12,2.75,11.25,63,14.45,14.222222222222221,260,59.63,13.273076923076923
Small / Lawrence M.,person,,,,,,,False,False,True,2,2.0,6,1.7833333333333332,0.2759493670886076,0.07495272477221936,0.0006467786042151045,0.001720173955767289,9.785046728971963,10.833333333333334,0.00688170181406601,0.008419121194938949,0.6,9,6,8,4,3.0,336.0,354.0,346.0,363.0,391.0,373.0,265.0,261.0,6,1.38,10.833333333333334,39,8.94,14.333333333333334,176,40.37,14.369318181818182
Smisek / Jeffery A.,person,,,,,,,False,False,False,2,2.0,6,1.8666666666666665,0.27352572145545795,0.07547169811320754,0.008647298571237149,0.0081842695952155,8.071428571428573,9.0,0.0023737726678831213,0.0023957881686043703,0.4666666666666667,7,7,6,4,3.0,336.0,351.0,354.0,354.0,74.0,108.0,353.0,377.0,6,1.38,9.0,33,7.57,12.909090909090908,175,40.14,12.845714285714285
Smith / Frederick Wallace,person,,,,,,,False,True,True,2,1.0,18,5.452380952380952,0.36003303055326175,0.1003452243958573,0.004016792577912512,0.016770277304918233,20.89519650655022,21.5,0.07876155107522025,0.09596484447271081,0.5686274509803921,87,5,40,12,9.0,53.0,30.0,39.0,5.0,202.0,11.0,40.0,31.0,18,4.13,21.5,147,33.72,15.870748299319727,370,84.86,11.943243243243243
Smith / Joshua I.,person,,,,,,,False,False,False,3,3.0,21,4.844444444444445,0.36824324324324326,0.09217758985200845,0.022748483035205068,0.010970747218676951,17.301605504587155,18.333333333333332,0.06771912666915329,0.057493417263193736,0.3619047619047619,76,5,37,9,7.0,35.0,45.0,24.0,61.0,10.0,46.0,44.0,52.0,21,4.82,18.333333333333332,162,37.16,14.746913580246913,379,86.93,11.802110817941953
Smith / Orin C.,person,,,,,,,False,False,False,2,2.0,9,2.9166666666666665,0.3034098816979819,0.0893625742980119,0.0014145467571651234,0.00509479369096579,13.428571428571429,13.88888888888889,0.019382864937655862,0.025114323816607748,0.5277777777777778,19,6,23,7,4.5,220.0,210.0,234.0,95.0,348.0,220.0,139.0,117.0,9,2.06,13.88888888888889,69,15.83,17.18840579710145,261,59.86,13.264367816091953
Snow / John W.,person,,,,,,,False,False,False,2,2.0,13,3.691666666666667,0.3361603700848111,0.08695941229265697,0.007537335949008799,0.008108281486168226,13.819413092550791,16.076923076923077,0.02064249821328808,0.014162558047407495,0.47435897435897434,37,6,26,7,6.5,99.0,112.0,83.0,126.0,88.0,111.0,134.0,184.0,13,2.98,16.076923076923077,116,26.61,15.017241379310345,335,76.83,12.277611940298508
Sommerhauser / Peter M.,person,,,,,,,False,False,False,2,2.0,7,3.0,0.22404933196300103,0.06720616570327553,0.0018189657863618392,0.0031356803296063002,6.333333333333332,6.142857142857143,0.0001001657801460647,0.0003141422009722225,0.6190476190476191,13,7,13,5,3.5,299.0,190.0,424.0,413.0,325.0,317.0,430.0,426.0,7,1.61,6.142857142857143,15,3.44,6.2,45,10.32,9.511111111111111
Sorenson / Arne M.,person,,,,,,,False,False,False,2,2.0,9,3.0833333333333335,0.299039780521262,0.08555729984301413,0.0012700177408316489,0.008319948792192743,12.459459459459458,12.11111111111111,0.016587616065066858,0.027764944738652726,0.6111111111111112,22,6,19,6,4.5,220.0,181.0,251.0,161.0,355.0,104.0,159.0,103.0,9,2.06,12.11111111111111,58,13.3,16.896551724137932,248,56.88,13.681451612903226
Speer / David B.,person,,,,,,,False,False,False,2,2.0,10,2.6,0.31894659839063644,0.08074323281582764,0.0014239966510286035,0.0029850245422849034,15.006410256410255,16.3,0.016721338156758272,0.011680328758992858,0.6,27,7,24,7,5.0,181.0,264.0,151.0,275.0,347.0,325.0,158.0,208.0,10,2.29,16.3,85,19.5,16.011764705882353,303,69.5,12.64026402640264
Steenland / Douglas M.,person,,,,,,,False,False,False,2,2.0,9,2.8333333333333335,0.30383275261324044,0.08489096573208722,0.0021035874048980054,0.004514335975107886,11.558823529411764,12.11111111111111,0.011638168452237902,0.01221768832924659,0.4444444444444444,16,7,22,7,4.5,220.0,229.0,232.0,175.0,310.0,259.0,208.0,198.0,9,2.06,12.11111111111111,70,16.06,15.785714285714286,263,60.32,13.2319391634981
Steiner / David P.,person,,,,,,,False,False,False,2,2.0,10,2.875,0.33929961089494165,0.09178947368421053,0.011433384383135972,0.014972735197952464,15.768115942028984,18.3,0.035585710481778415,0.0360978392634228,0.5333333333333333,24,5,22,7,5.0,181.0,220.0,79.0,72.0,49.0,16.0,83.0,81.0,10,2.29,18.3,106,24.31,17.150943396226417,344,78.9,12.145348837209303
Stephenson / Randall L.,person,,,,,,,False,True,True,3,2.0,27,5.950000000000001,0.3720136518771331,0.09494773519163763,0.02228685034055431,0.012079847791554812,20.857142857142854,21.59259259259259,0.15511351729208836,0.14590216177516477,0.4586894586894587,161,6,43,17,9.0,14.0,23.0,16.0,33.0,12.0,36.0,18.0,19.0,27,6.19,21.59259259259259,177,40.6,14.203389830508474,378,86.7,11.735449735449736
Stern / Paul G.,person,,,,,,,False,False,True,2,2.0,8,3.116666666666667,0.3112062812276945,0.08312942896183545,0.0014955911800648926,0.003371301709644008,11.160427807486629,13.125,0.014769183667127513,0.014443919345861856,0.5714285714285714,16,6,22,7,4.0,262.0,173.0,190.0,218.0,344.0,310.0,174.0,181.0,8,1.83,13.125,70,16.06,17.071428571428573,287,65.83,13.034843205574912
Stevens / Robert J.,person,,,,,,,False,False,True,2,2.0,3,1.3333333333333333,0.23154540626659587,0.06837606837606838,0.0002072393630648958,0.0008896622025378748,5.75,6.333333333333333,0.00016489924266898864,0.0002713536696394576,0.6666666666666666,2,7,4,3,1.5,413.0,401.0,419.0,410.0,409.0,398.0,425.0,430.0,3,0.69,6.333333333333333,15,3.44,9.333333333333334,63,14.45,11.015873015873016
Stinson / Kenneth E.,person,,,,,,,False,False,False,2,2.0,7,2.9166666666666665,0.2770012706480305,0.08150294420039256,0.0014120256747787692,0.002602302380853471,9.028571428571428,9.857142857142858,0.001850064242490794,0.004451489914317529,0.6190476190476191,13,7,19,6,3.5,299.0,210.0,341.0,256.0,349.0,346.0,371.0,321.0,7,1.61,9.857142857142858,42,9.63,11.666666666666666,184,42.2,13.26086956521739
Streeter / Stephanie A.,person,,,,,,,False,False,False,2,2.0,6,1.9999999999999998,0.25014343086632246,0.07416858042017521,0.005948496624666273,0.008309974148316445,7.0,7.0,0.0003697447281786297,0.0007366601913666544,0.4,6,6,12,5,3.0,336.0,338.0,398.0,372.0,121.0,106.0,413.0,413.0,6,1.38,7.0,26,5.96,8.153846153846153,99,22.71,10.808080808080808
Strobel / Pamela B.,person,,,,,,,False,False,False,2,2.0,7,2.083333333333333,0.31366906474820144,0.08677480346303115,0.0015110190303668236,0.005486004118557108,14.0,14.428571428571429,0.017889232346616973,0.021281438288359798,0.42857142857142855,9,6,18,6,3.5,299.0,331.0,172.0,132.0,342.0,207.0,148.0,134.0,7,1.61,14.428571428571429,77,17.66,19.506493506493506,292,66.97,12.962328767123287
Stumpf / John G.,person,,,,,,,True,False,False,3,3.0,18,4.716666666666667,0.3441199684293607,0.09224584787898021,0.008180000436303599,0.006472837243953981,14.61837455830389,14.38888888888889,0.02130004973809339,0.023393123647073157,0.3790849673202614,58,6,31,8,6.0,53.0,49.0,68.0,60.0,80.0,165.0,127.0,122.0,18,4.13,14.38888888888889,126,28.9,14.301587301587302,343,78.67,12.206997084548105
Sugar / Ronald D.,person,,,,,,,False,False,False,3,3.0,13,3.216666666666667,0.32344213649851633,0.08320346044973126,0.004759444620570187,0.003276234498157941,13.414507772020725,13.76923076923077,0.016998781356627374,0.016670919078356914,0.3717948717948718,29,7,27,7,4.333333333333333,99.0,160.0,132.0,214.0,158.0,313.0,153.0,166.0,13,2.98,13.76923076923077,97,22.25,15.103092783505154,301,69.04,12.661129568106313
Sullivan / G. Craig,person,,,,,,,False,False,False,2,2.0,9,3.0,0.27930813581037794,0.08154105105666729,0.0061311189731182705,0.012197082300688758,8.333333333333334,8.333333333333334,0.0013046858031897078,0.0023658667581390553,0.5,18,6,18,6,4.5,220.0,190.0,331.0,255.0,117.0,35.0,388.0,378.0,9,2.06,8.333333333333334,38,8.72,9.68421052631579,177,40.6,12.457627118644067
Surma / John P.,person,,,,,,,True,False,False,2,2.0,12,3.7833333333333337,0.30193905817174516,0.08566376318029996,0.005624302149029909,0.011391094171859748,11.352422907488984,11.666666666666666,0.005196021177618257,0.0049238104348737,0.5151515151515151,34,6,30,8,6.0,115.0,102.0,238.0,157.0,128.0,42.0,294.0,312.0,12,2.75,11.666666666666666,60,13.76,13.083333333333334,265,60.78,12.962264150943396
Sutherland / L. Frederick,person,,,,,,,False,False,False,2,2.0,3,0.8333333333333333,0.2845953002610966,0.07557853985496778,0.000361827304016535,0.0004728762748376793,14.400000000000002,15.0,0.007610054155494242,0.007957833098337766,0.3333333333333333,1,7,4,3,1.5,413.0,424.0,313.0,352.0,401.0,407.0,251.0,269.0,3,0.69,15.0,42,9.63,18.38095238095238,220,50.46,13.922727272727272
Swanson / William H.,person,,,,,,,False,False,False,2,2.0,3,1.0,0.19420935412026727,0.05819540843566471,0.0045871559633027525,0.0045871559633027525,3.6666666666666665,3.6666666666666665,1.9777888858619592e-05,5.1241231694001766e-05,0.3333333333333333,1,7,2,2,1.5,413.0,416.0,435.0,435.0,168.0,253.0,435.0,435.0,3,0.69,3.6666666666666665,9,2.06,4.888888888888889,21,4.82,5.857142857142857
Swift / Richard J.,person,,,,,,,False,False,False,2,2.0,7,2.125,0.3125448028673835,0.07528707514317783,0.004491946378425222,0.004961058134104638,9.76470588235294,13.714285714285714,0.013140180704882046,0.005514748459764346,0.42857142857142855,9,6,15,5,3.5,299.0,324.0,180.0,358.0,176.0,228.0,197.0,303.0,7,1.61,13.714285714285714,74,16.97,16.527027027027028,289,66.28,12.965397923875432
Swygert / H. Patrick,person,,,,,,,False,False,False,2,2.0,9,2.4833333333333334,0.32806621519939805,0.08444975304257997,0.0012381972669470401,0.004093498976447415,15.348993288590604,16.444444444444443,0.021761024651925115,0.01954623702598875,0.6111111111111112,22,7,22,7,4.5,220.0,287.0,114.0,184.0,356.0,276.0,124.0,142.0,9,2.06,16.444444444444443,100,22.94,16.57,331,75.92,12.540785498489425
Tambakeras / Markos I.,person,,,,,,,False,False,False,2,2.0,4,1.3333333333333333,0.26930203829524396,0.07713401149933657,0.0,0.0,9.0,9.0,0.0031482448325226863,0.004621212052846072,1.0,6,6,6,4,2.0,399.0,401.0,369.0,337.0,412.0,411.0,334.0,319.0,4,0.92,9.0,24,5.5,14.541666666666666,155,35.55,14.941935483870967
Teruel / Javier G.,person,,,,,,,False,False,False,2,2.0,5,2.333333333333333,0.2575310100413467,0.0778640950084829,0.00038943236545974775,0.0009908959893142114,6.571428571428572,7.2,0.001412016623691882,0.0026763204634228286,0.6,6,7,12,5,2.5,364.0,302.0,390.0,327.0,399.0,391.0,384.0,365.0,5,1.15,7.2,24,5.5,11.833333333333334,134,30.73,13.522388059701493
Thompson / Larry D.,person,,,,,,,False,True,False,2,1.0,18,5.0249999999999995,0.353322528363047,0.0937130574959699,0.0032137402538566177,0.0035041756198035835,22.328358208955226,24.22222222222222,0.0968285487110904,0.09771997119271457,0.7973856209150327,122,6,41,16,9.0,53.0,41.0,48.0,44.0,243.0,303.0,36.0,29.0,18,4.13,24.22222222222222,142,32.57,15.04225352112676,361,82.8,12.083102493074792
Thornton / John L.,person,,,,,,,False,True,True,3,2.0,21,4.611111111111111,0.36485355648535567,0.08919803600654665,0.0094961237506716,0.006799339335720226,20.736144578313258,22.238095238095237,0.09899838905845483,0.07900718515558192,0.6047619047619047,127,6,41,16,7.0,35.0,56.0,29.0,98.0,63.0,154.0,32.0,38.0,21,4.82,22.238095238095237,164,37.61,14.420731707317072,375,86.01,11.912
Tillerson / Rex W.,person,,,,,,,False,True,False,2,1.0,23,6.3,0.36333333333333334,0.09939587370340819,0.005950755766195311,0.01362918598757034,22.949735449735453,23.869565217391305,0.1574449248882394,0.18324299091344107,0.6205533596837944,157,6,43,17,11.5,28.0,17.0,31.0,8.0,120.0,24.0,15.0,8.0,23,5.28,23.869565217391305,153,35.09,14.823529411764707,376,86.24,11.797872340425531
Tilton / Glenn F.,person,,,,,,,False,False,False,2,2.0,11,3.666666666666667,0.3143475126171593,0.08954304295738491,0.002891932566083554,0.013258797279676743,14.363636363636362,14.272727272727273,0.011294359476102371,0.012943588865969259,0.6181818181818182,34,7,30,8,5.5,142.0,114.0,167.0,94.0,254.0,27.0,210.0,192.0,11,2.52,14.272727272727273,74,16.97,13.891891891891891,297,68.12,12.79124579124579
Tipsord / Michael L.,person,,,,,,,False,True,False,2,1.0,20,5.6083333333333325,0.36577181208053694,0.09689965551727969,0.005702089458995781,0.0102775533311756,21.714710252600298,23.6,0.10649348155730658,0.10822486258378122,0.6631578947368421,126,6,42,16,10.0,43.0,28.0,27.0,17.0,126.0,53.0,28.0,22.0,20,4.59,23.6,164,37.61,15.426829268292684,377,86.47,11.816976127320954
Tisch / Andrew H.,person,,,,,,,False,True,True,2,1.0,18,4.858333333333333,0.3609271523178808,0.09400603708495041,0.004425441159720561,0.0015587668158057277,23.437392795883362,25.0,0.0979910548067658,0.09906164860998112,0.7973856209150327,122,6,41,16,9.0,53.0,44.0,37.0,39.0,182.0,376.0,33.0,28.0,18,4.13,25.0,156,35.78,14.60897435897436,371,85.09,11.93800539083558
Tisch / James S.,person,,,,,,,False,False,True,2,2.0,11,3.116666666666667,0.329803328290469,0.08976118583584956,0.0019233293136517579,0.0010196567290841256,18.518716577540104,19.0,0.03559194969144976,0.049873885495341545,0.6909090909090909,38,7,37,9,5.5,142.0,173.0,109.0,90.0,320.0,390.0,82.0,61.0,11,2.52,19.0,108,24.77,17.046296296296298,327,75.0,12.492354740061161
Tooker / Gary L.,person,,,,,,,False,False,False,2,2.0,2,0.5833333333333333,0.27770700636942675,0.07213765718067505,0.00017566565453512215,0.00041408686220454645,14.285714285714285,15.5,0.008226935558825893,0.008012983398326057,0.0,0,7,2,2,1.0,426.0,431.0,340.0,394.0,410.0,409.0,242.0,267.0,2,0.46,15.5,31,7.11,22.0,195,44.72,14.117948717948718
Trotter / Lloyd G.,person,,,,,,,False,False,False,2,2.0,9,2.916666666666667,0.2941970310391363,0.08406169665809769,0.0011860919461900601,0.003370087639259717,11.399999999999999,11.777777777777779,0.00902953098905916,0.011581016147908003,0.6111111111111112,22,7,23,7,4.5,220.0,206.0,279.0,196.0,359.0,312.0,234.0,209.0,9,2.06,11.777777777777779,57,13.07,14.912280701754385,238,54.59,13.714285714285714
Turner / John F.,person,,,,,,,False,False,False,2,2.0,5,1.4999999999999998,0.27930813581037794,0.07555016461618437,0.00032354464152755936,0.00048500323887859477,8.944444444444445,9.0,0.002666469006343546,0.0028804803381532814,0.6,6,7,12,5,2.5,364.0,389.0,331.0,353.0,402.0,406.0,344.0,356.0,5,1.15,9.0,32,7.34,13.09375,200,45.87,14.4
Tyson / Laura D.,person,,,,,,,True,False,True,2,2.0,11,3.3666666666666667,0.3212969786293294,0.08984442078510835,0.004073015957029712,0.005952182344937806,12.782178217821782,13.363636363636363,0.015436618837018018,0.01994209955555542,0.4909090909090909,27,6,24,7,5.5,142.0,134.0,142.0,88.0,200.0,188.0,164.0,139.0,11,2.52,13.363636363636363,88,20.18,14.5,305,69.95,12.685245901639345
Ullman / Myron E. III,person,,,,,,,False,False,False,2,2.0,5,2.333333333333333,0.2575310100413467,0.0778640950084829,0.00038943236545974775,0.0009908959893142114,6.571428571428572,7.2,0.001412016623691882,0.0026763204634228286,0.6,6,7,12,5,2.5,364.0,302.0,390.0,327.0,399.0,391.0,384.0,365.0,5,1.15,7.2,24,5.5,11.833333333333334,134,30.73,13.522388059701493
Unruh / James A.,person,,,,,,,False,False,False,2,2.0,8,2.3666666666666667,0.2965986394557823,0.08326172061491455,0.003789159456998264,0.006810294612414197,10.612676056338028,11.375,0.006994997455696719,0.007285920426426241,0.4642857142857143,13,6,18,6,4.0,262.0,297.0,267.0,213.0,210.0,153.0,262.0,280.0,8,1.83,11.375,58,13.3,13.068965517241379,238,54.59,13.420168067226891
Usher / Thomas J.,person,,,,,,,True,False,False,4,4.0,17,3.926190476190478,0.34169278996865204,0.07726614880231562,0.01575087941184118,0.0028644240570846074,12.675560946027892,13.882352941176471,0.020918627222782017,0.00857470860184751,0.3602941176470588,49,6,25,7,4.25,61.0,88.0,77.0,335.0,29.0,331.0,131.0,258.0,17,3.9,13.882352941176471,124,28.44,14.016129032258064,344,78.9,12.188953488372093
Walker / John H.,person,,,,,,,False,False,False,2,2.0,7,2.1166666666666667,0.2891246684350133,0.08007346189164372,0.0029225881888790464,0.0051437367452868915,9.322834645669293,10.142857142857142,0.0030838912334060532,0.003206466259424785,0.42857142857142855,9,7,13,5,3.5,299.0,325.0,299.0,285.0,252.0,218.0,337.0,346.0,7,1.61,10.142857142857142,45,10.32,12.488888888888889,224,51.38,13.084821428571429
Walter / Robert D.,person,,,,,,,True,False,False,2,2.0,11,3.316666666666667,0.31412103746397696,0.0853256792458984,0.004775184677139353,0.006099179681906665,12.804020100502512,14.181818181818182,0.02821587549105517,0.032000223073332904,0.45454545454545453,25,6,22,7,5.5,142.0,145.0,169.0,165.0,156.0,180.0,99.0,96.0,11,2.52,14.181818181818182,77,17.66,16.22077922077922,288,66.06,12.815972222222221
Walter / William G.,person,,,,,,,False,False,False,2,2.0,8,2.5,0.2862770847012475,0.0789783534100172,0.002191456984345938,0.004651485783247885,8.333333333333334,8.5,0.003182868580452974,0.0034085962866520405,0.42857142857142855,12,7,14,5,4.0,262.0,281.0,304.0,307.0,303.0,248.0,333.0,341.0,8,1.83,8.5,43,9.86,11.953488372093023,216,49.54,13.972222222222221
Ward / Jackie M.,person,,,,,,,False,False,False,2,2.0,5,1.5833333333333333,0.2822006472491909,0.07587447067695342,0.0020753782192768724,0.004529563345602575,8.999999999999998,9.8,0.009514239517922391,0.011776146324521689,0.4,4,6,7,4,2.5,364.0,380.0,320.0,347.0,311.0,257.0,228.0,206.0,5,1.15,9.8,41,9.4,17.585365853658537,195,44.72,13.543589743589743
Ware / Carl,person,,,,,,,False,False,False,2,2.0,7,1.7833333333333332,0.2968005445881552,0.07961289144526613,0.0004334179009295233,0.0009560968751098457,15.77570093457944,16.142857142857142,0.008173043110272794,0.00836457954345145,0.7619047619047619,16,7,22,7,3.5,299.0,354.0,265.0,293.0,396.0,395.0,244.0,263.0,7,1.61,16.142857142857142,64,14.68,13.96875,239,54.82,13.740585774058577
Watjen / Thomas R.,person,,,,,,,True,False,False,2,2.0,6,1.9166666666666665,0.2273201251303441,0.0659373897262691,0.0028472515669943715,0.0029510703363914387,5.086956521739131,5.166666666666667,0.0005409302940013784,0.0010790169032850578,0.4666666666666667,7,7,7,4,3.0,336.0,343.0,422.0,423.0,256.0,329.0,404.0,402.0,6,1.38,5.166666666666667,16,3.67,6.125,62,14.22,13.516129032258064
Weatherup / Craig E.,person,,,,,,,False,False,False,2,2.0,6,1.9166666666666663,0.27335423197492165,0.08149532710280374,0.00202666769425665,0.003971103679265653,7.869565217391305,8.0,0.0019216149254225082,0.003522577562453943,0.4,6,6,13,5,3.0,336.0,346.0,356.0,258.0,313.0,280.0,370.0,337.0,6,1.38,8.0,34,7.8,11.411764705882353,171,39.22,14.67251461988304
Weidemeyer / Thomas H.,person,,,,,,,False,False,False,2,2.0,6,1.9166666666666663,0.2812903225806452,0.08056915827404601,0.0050753288447785965,0.008684519605905243,7.913043478260871,8.0,0.0028303340612467628,0.004044545024622127,0.4,6,5,12,5,3.0,336.0,346.0,323.0,278.0,143.0,90.0,340.0,328.0,6,1.38,8.0,36,8.26,11.75,191,43.81,13.790575916230367
Weinbach / Lawrence A.,person,,,,,,,False,False,False,2,2.0,9,2.6666666666666665,0.3072586328400282,0.08421865945528298,0.002819123056806526,0.0053971190794980806,11.71875,12.333333333333334,0.005429706101160651,0.0074333331768018,0.4722222222222222,17,6,22,7,4.5,220.0,254.0,215.0,194.0,257.0,214.0,291.0,278.0,9,2.06,12.333333333333334,69,15.83,12.710144927536232,270,61.93,13.170370370370371
Weldon / William C.,person,,,,,,,True,False,True,2,2.0,14,4.15,0.33206397562833206,0.09705424055798767,0.008075938039982517,0.013668319506661794,16.357429718875505,17.357142857142858,0.043327014466209665,0.05407148249781346,0.4835164835164835,44,5,30,8,7.0,88.0,74.0,96.0,16.0,83.0,23.0,69.0,55.0,14,3.21,17.357142857142858,108,24.77,16.34259259259259,319,73.17,12.5423197492163
